sim_time_min,event_type,patient_id,server_id,queue_len_after_event,busy_servers_after_event
1.462423,ARRIVAL,1,-1,0,1
11.343441,ARRIVAL,2,-1,0,2
12.361804,ARRIVAL,3,-1,0,3
12.398496,DEPARTURE,2,1,0,2
13.745345,DEPARTURE,3,2,0,1
16.5287,ARRIVAL,4,-1,0,2
18.223768,ARRIVAL,5,-1,0,3
18.289245,DEPARTURE,1,0,0,2
20.254178,ARRIVAL,6,-1,0,3
21.456812,ARRIVAL,7,-1,1,3
22.638709,ARRIVAL,8,-1,2,3
22.895389,DEPARTURE,4,1,1,3
23.960042,DEPARTURE,5,2,0,3
23.967717,ARRIVAL,9,-1,1,3
24.414457,DEPARTURE,7,1,0,3
24.492583,ARRIVAL,10,-1,1,3
27.566524,DEPARTURE,8,2,0,3
27.669309,ARRIVAL,11,-1,1,3
29.857599,ARRIVAL,12,-1,2,3
31.357489,ARRIVAL,13,-1,3,3
34.29511,DEPARTURE,6,0,2,3
34.965552,DEPARTURE,10,2,1,3
38.108784,DEPARTURE,11,0,0,3
38.12466,DEPARTURE,12,2,0,2
41.01091,DEPARTURE,9,1,0,1
42.144078,DEPARTURE,13,0,0,0
46.263718,ARRIVAL,14,-1,0,1
55.072573,ARRIVAL,15,-1,0,2
55.641408,ARRIVAL,16,-1,0,3
58.993824,ARRIVAL,17,-1,1,3
62.20298,DEPARTURE,15,1,0,3
62.500653,ARRIVAL,18,-1,1,3
62.627085,DEPARTURE,16,2,0,3
64.863897,DEPARTURE,14,0,0,2
66.693319,ARRIVAL,19,-1,0,3
67.622584,DEPARTURE,18,2,0,2
69.124189,ARRIVAL,20,-1,0,3
70.299389,ARRIVAL,21,-1,1,3
72.591408,DEPARTURE,20,2,0,3
72.613698,ARRIVAL,22,-1,1,3
72.735003,ARRIVAL,23,-1,2,3
73.636604,ARRIVAL,24,-1,3,3
75.166632,ARRIVAL,25,-1,4,3
76.059567,ARRIVAL,26,-1,5,3
76.195198,DEPARTURE,17,1,4,3
80.973721,DEPARTURE,22,1,3,3
81.687147,ARRIVAL,27,-1,4,3
82.617231,ARRIVAL,28,-1,5,3
82.978905,DEPARTURE,19,0,4,3
84.724165,ARRIVAL,29,-1,5,3
85.139035,DEPARTURE,21,2,4,3
87.052066,ARRIVAL,30,-1,5,3
92.33296,DEPARTURE,25,2,4,3
92.37619,ARRIVAL,31,-1,5,3
96.786257,ARRIVAL,32,-1,6,3
98.97536,DEPARTURE,26,2,5,3
100.867806,DEPARTURE,27,2,4,3
101.420607,ARRIVAL,33,-1,5,3
101.926689,DEPARTURE,24,0,4,3
102.731526,ARRIVAL,34,-1,5,3
106.013799,DEPARTURE,29,0,4,3
113.423045,ARRIVAL,35,-1,5,3
117.238014,ARRIVAL,36,-1,6,3
118.607752,DEPARTURE,30,0,5,3
118.675866,DEPARTURE,31,0,4,3
118.925246,DEPARTURE,23,1,3,3
120.023339,DEPARTURE,28,2,2,3
120.506953,ARRIVAL,37,-1,3,3
121.254298,DEPARTURE,34,2,2,3
124.720545,ARRIVAL,38,-1,3,3
129.711877,DEPARTURE,33,1,2,3
132.12275,ARRIVAL,39,-1,3,3
132.142043,DEPARTURE,32,0,2,3
139.996124,ARRIVAL,40,-1,3,3
140.21997,DEPARTURE,36,1,2,3
143.394983,DEPARTURE,38,1,1,3
143.529937,ARRIVAL,41,-1,2,3
144.405254,DEPARTURE,35,2,1,3
144.955364,DEPARTURE,40,2,0,3
145.389373,ARRIVAL,42,-1,1,3
146.037958,DEPARTURE,37,0,0,3
146.761215,ARRIVAL,43,-1,1,3
148.200617,ARRIVAL,44,-1,2,3
150.860527,ARRIVAL,45,-1,3,3
154.055529,ARRIVAL,46,-1,4,3
158.062159,DEPARTURE,42,0,3,3
159.601297,DEPARTURE,43,0,2,3
164.815101,DEPARTURE,44,0,1,3
167.586721,DEPARTURE,39,1,0,3
168.104782,ARRIVAL,47,-1,1,3
171.29768,DEPARTURE,46,1,0,3
172.411302,DEPARTURE,47,1,0,2
172.587077,ARRIVAL,48,-1,0,3
174.573851,ARRIVAL,49,-1,1,3
175.941288,ARRIVAL,50,-1,2,3
176.721111,DEPARTURE,45,0,1,3
178.009725,ARRIVAL,51,-1,2,3
180.247263,ARRIVAL,52,-1,3,3
180.564712,DEPARTURE,41,2,2,3
181.204744,DEPARTURE,48,1,1,3
181.403905,DEPARTURE,51,1,0,3
185.302727,ARRIVAL,53,-1,1,3
187.208948,DEPARTURE,49,0,0,3
187.681073,DEPARTURE,52,1,0,2
191.055872,ARRIVAL,54,-1,0,3
196.558707,DEPARTURE,50,2,0,2
197.265863,ARRIVAL,55,-1,0,3
199.066552,ARRIVAL,56,-1,1,3
199.392933,ARRIVAL,57,-1,2,3
200.171924,DEPARTURE,55,2,1,3
201.293096,ARRIVAL,58,-1,2,3
202.234412,ARRIVAL,59,-1,3,3
204.714616,DEPARTURE,54,1,2,3
204.817544,DEPARTURE,57,1,1,3
206.111368,ARRIVAL,60,-1,2,3
206.673614,DEPARTURE,58,1,1,3
207.800111,DEPARTURE,59,1,0,3
208.585466,DEPARTURE,53,0,0,2
217.726478,DEPARTURE,60,1,0,1
218.827131,DEPARTURE,56,2,0,0
220.538436,ARRIVAL,61,-1,0,1
223.039294,ARRIVAL,62,-1,0,2
223.742454,ARRIVAL,63,-1,0,3
223.912628,ARRIVAL,64,-1,1,3
224.330918,DEPARTURE,62,1,0,3
224.961314,DEPARTURE,61,0,0,2
227.332172,ARRIVAL,65,-1,0,3
229.771759,ARRIVAL,66,-1,1,3
231.289816,ARRIVAL,67,-1,2,3
233.286783,ARRIVAL,68,-1,3,3
238.099166,ARRIVAL,69,-1,4,3
239.212923,DEPARTURE,64,1,3,3
241.04291,ARRIVAL,70,-1,4,3
243.078817,DEPARTURE,66,1,3,3
245.820382,DEPARTURE,63,2,2,3
248.487255,ARRIVAL,71,-1,3,3
254.542187,ARRIVAL,72,-1,4,3
256.332253,ARRIVAL,73,-1,5,3
258.244425,ARRIVAL,74,-1,6,3
258.510595,ARRIVAL,75,-1,7,3
260.565203,DEPARTURE,68,2,6,3
261.009373,ARRIVAL,76,-1,7,3
264.068874,ARRIVAL,77,-1,8,3
269.938657,ARRIVAL,78,-1,9,3
274.733312,ARRIVAL,79,-1,10,3
281.626824,ARRIVAL,80,-1,11,3
285.427357,ARRIVAL,81,-1,12,3
285.515552,ARRIVAL,82,-1,13,3
286.610299,ARRIVAL,83,-1,14,3
287.529698,DEPARTURE,65,0,13,3
291.941304,ARRIVAL,84,-1,14,3
293.468693,ARRIVAL,85,-1,15,3
295.652757,DEPARTURE,67,1,14,3
295.858707,ARRIVAL,86,-1,15,3
297.560794,ARRIVAL,87,-1,16,3
298.299579,ARRIVAL,88,-1,17,3
299.029662,ARRIVAL,89,-1,18,3
299.971563,ARRIVAL,90,-1,19,3
301.478768,DEPARTURE,69,2,18,3
304.503796,ARRIVAL,91,-1,19,3
307.002972,DEPARTURE,71,1,18,3
308.283028,ARRIVAL,92,-1,19,3
310.239864,DEPARTURE,73,1,18,3
310.729856,DEPARTURE,72,2,17,3
311.538029,DEPARTURE,70,0,16,3
315.798377,DEPARTURE,76,0,15,3
316.523341,DEPARTURE,74,1,14,3
316.860962,DEPARTURE,78,1,13,3
317.307644,ARRIVAL,93,-1,14,3
319.346166,DEPARTURE,79,1,13,3
319.761867,ARRIVAL,94,-1,14,3
324.210064,DEPARTURE,75,2,13,3
324.384027,ARRIVAL,95,-1,14,3
325.47161,DEPARTURE,81,2,13,3
326.141725,ARRIVAL,96,-1,14,3
