sim_time_min,queue_len,busy_servers,utilization_instant,arrivals_total,departures_total
60.0,1,3,1.0,17,13
61.0,1,3,1.0,17,13
62.0,1,3,1.0,17,13
63.0,0,3,1.0,18,15
64.0,0,3,1.0,18,15
65.0,0,2,0.666667,18,16
66.0,0,2,0.666667,18,16
67.0,0,3,1.0,19,16
68.0,0,2,0.666667,19,17
69.0,0,2,0.666667,19,17
70.0,0,3,1.0,20,17
71.0,1,3,1.0,21,17
72.0,1,3,1.0,21,17
73.0,2,3,1.0,23,18
74.0,3,3,1.0,24,18
75.0,3,3,1.0,24,18
76.0,4,3,1.0,25,18
77.0,4,3,1.0,26,19
78.0,4,3,1.0,26,19
79.0,4,3,1.0,26,19
80.0,4,3,1.0,26,19
81.0,3,3,1.0,26,20
82.0,4,3,1.0,27,20
83.0,4,3,1.0,28,21
84.0,4,3,1.0,28,21
85.0,5,3,1.0,29,21
86.0,4,3,1.0,29,22
87.0,4,3,1.0,29,22
88.0,5,3,1.0,30,22
89.0,5,3,1.0,30,22
90.0,5,3,1.0,30,22
91.0,5,3,1.0,30,22
92.0,5,3,1.0,30,22
93.0,5,3,1.0,31,23
94.0,5,3,1.0,31,23
95.0,5,3,1.0,31,23
96.0,5,3,1.0,31,23
97.0,6,3,1.0,32,23
98.0,6,3,1.0,32,23
99.0,5,3,1.0,32,24
100.0,5,3,1.0,32,24
101.0,4,3,1.0,32,25
102.0,4,3,1.0,33,26
103.0,5,3,1.0,34,26
104.0,5,3,1.0,34,26
105.0,5,3,1.0,34,26
106.0,5,3,1.0,34,26
107.0,4,3,1.0,34,27
108.0,4,3,1.0,34,27
109.0,4,3,1.0,34,27
110.0,4,3,1.0,34,27
111.0,4,3,1.0,34,27
112.0,4,3,1.0,34,27
113.0,4,3,1.0,34,27
114.0,5,3,1.0,35,27
115.0,5,3,1.0,35,27
116.0,5,3,1.0,35,27
117.0,5,3,1.0,35,27
118.0,6,3,1.0,36,27
119.0,3,3,1.0,36,30
120.0,3,3,1.0,36,30
121.0,3,3,1.0,37,31
122.0,2,3,1.0,37,32
123.0,2,3,1.0,37,32
124.0,2,3,1.0,37,32
125.0,3,3,1.0,38,32
126.0,3,3,1.0,38,32
127.0,3,3,1.0,38,32
128.0,3,3,1.0,38,32
129.0,3,3,1.0,38,32
130.0,2,3,1.0,38,33
131.0,2,3,1.0,38,33
132.0,2,3,1.0,38,33
133.0,2,3,1.0,39,34
134.0,2,3,1.0,39,34
135.0,2,3,1.0,39,34
136.0,2,3,1.0,39,34
137.0,2,3,1.0,39,34
138.0,2,3,1.0,39,34
139.0,2,3,1.0,39,34
140.0,3,3,1.0,40,34
141.0,2,3,1.0,40,35
142.0,2,3,1.0,40,35
143.0,2,3,1.0,40,35
144.0,2,3,1.0,41,36
145.0,0,3,1.0,41,38
146.0,1,3,1.0,42,38
147.0,1,3,1.0,43,39
148.0,1,3,1.0,43,39
149.0,2,3,1.0,44,39
150.0,2,3,1.0,44,39
151.0,3,3,1.0,45,39
152.0,3,3,1.0,45,39
153.0,3,3,1.0,45,39
154.0,3,3,1.0,45,39
155.0,4,3,1.0,46,39
156.0,4,3,1.0,46,39
157.0,4,3,1.0,46,39
158.0,4,3,1.0,46,39
159.0,3,3,1.0,46,40
160.0,2,3,1.0,46,41
161.0,2,3,1.0,46,41
162.0,2,3,1.0,46,41
163.0,2,3,1.0,46,41
164.0,2,3,1.0,46,41
165.0,1,3,1.0,46,42
166.0,1,3,1.0,46,42
167.0,1,3,1.0,46,42
168.0,0,3,1.0,46,43
169.0,1,3,1.0,47,43
170.0,1,3,1.0,47,43
171.0,1,3,1.0,47,43
172.0,0,3,1.0,47,44
173.0,0,3,1.0,48,45
174.0,0,3,1.0,48,45
175.0,1,3,1.0,49,45
176.0,2,3,1.0,50,45
177.0,1,3,1.0,50,46
178.0,1,3,1.0,50,46
179.0,2,3,1.0,51,46
180.0,2,3,1.0,51,46
181.0,2,3,1.0,52,47
182.0,0,3,1.0,52,49
183.0,0,3,1.0,52,49
184.0,0,3,1.0,52,49
185.0,0,3,1.0,52,49
186.0,1,3,1.0,53,49
187.0,1,3,1.0,53,49
188.0,0,2,0.666667,53,51
189.0,0,2,0.666667,53,51
190.0,0,2,0.666667,53,51
191.0,0,2,0.666667,53,51
192.0,0,3,1.0,54,51
193.0,0,3,1.0,54,51
194.0,0,3,1.0,54,51
195.0,0,3,1.0,54,51
196.0,0,3,1.0,54,51
197.0,0,2,0.666667,54,52
198.0,0,3,1.0,55,52
199.0,0,3,1.0,55,52
200.0,2,3,1.0,57,52
201.0,1,3,1.0,57,53
202.0,2,3,1.0,58,53
203.0,3,3,1.0,59,53
