sim_time_min,event_type,patient_id,server_id,queue_len_after_event,busy_servers_after_event
202.566335,DEPARTURE,29,1,0,3
202.923946,ARRIVAL,31,-1,1,3
211.723601,DEPARTURE,28,2,0,3
214.902094,DEPARTURE,30,1,0,2
217.198711,DEPARTURE,19,0,0,1
219.938399,ARRIVAL,32,-1,0,2
220.613936,DEPARTURE,31,2,0,1
222.210784,ARRIVAL,33,-1,0,2
223.232454,ARRIVAL,34,-1,0,3
223.71376,ARRIVAL,35,-1,1,3
225.294855,DEPARTURE,32,0,0,3
228.265442,DEPARTURE,35,0,0,2
229.662925,ARRIVAL,36,-1,0,3
231.170544,DEPARTURE,33,1,0,2
232.987045,DEPARTURE,36,0,0,1
234.798929,ARRIVAL,37,-1,0,2
235.169428,ARRIVAL,38,-1,0,3
236.253625,ARRIVAL,39,-1,1,3
237.128508,DEPARTURE,37,0,0,3
238.367051,ARRIVAL,40,-1,1,3
247.196646,DEPARTURE,38,1,0,3
248.991421,DEPARTURE,39,0,0,2
250.426665,ARRIVAL,41,-1,0,3
250.975338,DEPARTURE,41,0,0,2
251.425103,DEPARTURE,34,2,0,1
253.606189,ARRIVAL,42,-1,0,2
255.71184,ARRIVAL,43,-1,0,3
258.089755,ARRIVAL,44,-1,1,3
258.147483,DEPARTURE,42,0,0,3
258.426287,DEPARTURE,44,0,0,2
263.072871,ARRIVAL,45,-1,0,3
264.021843,ARRIVAL,46,-1,1,3
264.224753,DEPARTURE,40,1,0,3
265.699027,DEPARTURE,45,0,0,2
274.660712,DEPARTURE,46,1,0,1
287.641461,ARRIVAL,47,-1,0,2
296.080925,DEPARTURE,47,0,0,1
298.724435,ARRIVAL,48,-1,0,2
299.370724,DEPARTURE,48,0,0,1
300.151761,DEPARTURE,43,2,0,0
300.475906,ARRIVAL,49,-1,0,1
302.788219,ARRIVAL,50,-1,0,2
308.936832,ARRIVAL,51,-1,0,3
309.550892,DEPARTURE,51,2,0,2
311.176872,ARRIVAL,52,-1,0,3
313.767051,ARRIVAL,53,-1,1,3
323.571261,DEPARTURE,49,0,0,3
333.514261,DEPARTURE,50,1,0,2
333.755008,DEPARTURE,52,2,0,1
334.669327,DEPARTURE,53,0,0,0
335.969867,ARRIVAL,54,-1,0,1
350.329005,DEPARTURE,54,0,0,0
365.975396,ARRIVAL,55,-1,0,1
387.777344,DEPARTURE,55,0,0,0
391.923817,ARRIVAL,56,-1,0,1
394.524728,ARRIVAL,57,-1,0,2
402.408605,ARRIVAL,58,-1,0,3
404.008152,ARRIVAL,59,-1,1,3
405.453629,DEPARTURE,57,1,0,3
405.699408,ARRIVAL,60,-1,1,3
410.358921,DEPARTURE,59,1,0,3
413.379771,DEPARTURE,58,2,0,2
414.560086,DEPARTURE,56,0,0,1
419.474083,ARRIVAL,61,-1,0,2
421.395461,ARRIVAL,62,-1,0,3
431.32143,DEPARTURE,62,2,0,2
432.654134,DEPARTURE,60,1,0,1
436.733192,DEPARTURE,61,0,0,0
445.015479,ARRIVAL,63,-1,0,1
451.220694,ARRIVAL,64,-1,0,2
452.795062,DEPARTURE,64,1,0,1
453.71006,DEPARTURE,63,0,0,0
472.86999,ARRIVAL,65,-1,0,1
