sim_time_min,event_type,patient_id,server_id,queue_len_after_event,busy_servers_after_event
0.021889,ARRIVAL,1,-1,0,1
0.346929,DEPARTURE,1,0,0,0
7.091745,ARRIVAL,2,-1,0,1
14.01433,ARRIVAL,3,-1,0,2
14.487477,ARRIVAL,4,-1,0,3
15.836791,DEPARTURE,2,0,0,2
22.735693,DEPARTURE,3,1,0,1
24.165615,ARRIVAL,5,-1,0,2
26.441617,DEPARTURE,4,2,0,1
29.666025,DEPARTURE,5,0,0,0
35.836159,ARRIVAL,6,-1,0,1
42.877729,ARRIVAL,7,-1,0,2
49.097401,DEPARTURE,6,0,0,1
53.157092,DEPARTURE,7,1,0,0
56.677103,ARRIVAL,8,-1,0,1
65.19252,ARRIVAL,9,-1,0,2
78.838046,DEPARTURE,8,0,0,1
83.726362,ARRIVAL,10,-1,0,2
83.954014,ARRIVAL,11,-1,0,3
85.639612,DEPARTURE,11,2,0,2
88.103313,ARRIVAL,12,-1,0,3
89.909988,DEPARTURE,10,0,0,2
90.982407,DEPARTURE,12,2,0,1
107.676677,DEPARTURE,9,1,0,0
125.783158,ARRIVAL,13,-1,0,1
127.359348,ARRIVAL,14,-1,0,2
128.121387,DEPARTURE,14,1,0,1
137.495072,ARRIVAL,15,-1,0,2
140.654816,ARRIVAL,16,-1,0,3
144.282029,DEPARTURE,13,0,0,2
145.57624,ARRIVAL,17,-1,0,3
147.835937,DEPARTURE,15,1,0,2
154.120925,ARRIVAL,18,-1,0,3
154.435133,DEPARTURE,16,2,0,2
159.969469,DEPARTURE,17,0,0,1
161.941533,ARRIVAL,19,-1,0,2
165.018681,ARRIVAL,20,-1,0,3
168.121851,ARRIVAL,21,-1,1,3
172.013002,ARRIVAL,22,-1,2,3
174.348937,DEPARTURE,20,2,1,3
174.715581,DEPARTURE,21,2,0,3
174.889154,ARRIVAL,23,-1,1,3
182.649414,ARRIVAL,24,-1,2,3
183.476301,DEPARTURE,22,2,1,3
185.184291,DEPARTURE,18,1,0,3
186.194759,DEPARTURE,24,1,0,2
188.345953,ARRIVAL,25,-1,0,3
190.602277,DEPARTURE,25,1,0,2
191.822454,ARRIVAL,26,-1,0,3
192.678418,ARRIVAL,27,-1,1,3
198.049294,ARRIVAL,28,-1,2,3
198.324013,ARRIVAL,29,-1,3,3
198.421461,DEPARTURE,23,2,2,3
200.322841,DEPARTURE,27,2,1,3
201.262058,ARRIVAL,30,-1,2,3
202.47113,DEPARTURE,26,1,1,3
