sim_time_min,queue_len,busy_servers,utilization_instant,arrivals_total,departures_total
60.0,0,0,0.0,7,7
61.0,0,0,0.0,7,7
62.0,0,0,0.0,7,7
63.0,0,0,0.0,7,7
64.0,0,1,0.333333,8,7
65.0,0,2,0.666667,9,7
66.0,0,2,0.666667,9,7
67.0,0,2,0.666667,10,8
68.0,0,2,0.666667,10,8
69.0,0,2,0.666667,10,8
70.0,0,1,0.333333,10,9
71.0,0,1,0.333333,10,9
72.0,0,1,0.333333,10,9
73.0,0,2,0.666667,11,9
74.0,0,2,0.666667,11,9
75.0,0,2,0.666667,11,9
76.0,0,2,0.666667,11,9
77.0,0,2,0.666667,12,10
78.0,0,1,0.333333,12,11
79.0,0,1,0.333333,12,11
80.0,0,1,0.333333,12,11
81.0,0,2,0.666667,13,11
82.0,0,3,1.0,14,11
83.0,0,2,0.666667,14,12
84.0,0,2,0.666667,14,12
85.0,0,2,0.666667,14,12
86.0,0,2,0.666667,14,12
87.0,0,2,0.666667,14,12
88.0,0,2,0.666667,14,12
89.0,0,2,0.666667,14,12
90.0,0,2,0.666667,14,12
91.0,0,2,0.666667,14,12
92.0,0,2,0.666667,14,12
93.0,0,2,0.666667,14,12
94.0,0,3,1.0,15,12
95.0,0,3,1.0,15,12
96.0,0,3,1.0,15,12
97.0,0,2,0.666667,15,13
98.0,0,2,0.666667,15,13
99.0,0,3,1.0,16,13
100.0,0,3,1.0,16,13
101.0,0,3,1.0,16,13
102.0,0,3,1.0,16,13
103.0,0,3,1.0,16,13
104.0,0,3,1.0,16,13
105.0,0,3,1.0,16,13
106.0,0,3,1.0,16,13
107.0,0,2,0.666667,16,14
108.0,0,2,0.666667,16,14
109.0,0,2,0.666667,16,14
110.0,0,2,0.666667,16,14
111.0,0,2,0.666667,16,14
112.0,0,2,0.666667,16,14
113.0,0,2,0.666667,16,14
114.0,0,2,0.666667,16,14
115.0,0,2,0.666667,16,14
116.0,0,2,0.666667,16,14
117.0,0,0,0.0,16,16
118.0,0,0,0.0,16,16
119.0,0,0,0.0,16,16
120.0,0,0,0.0,16,16
121.0,0,1,0.333333,17,16
122.0,0,1,0.333333,17,16
123.0,0,1,0.333333,17,16
124.0,0,1,0.333333,17,16
125.0,0,2,0.666667,18,16
126.0,0,2,0.666667,18,16
127.0,0,2,0.666667,18,16
128.0,0,2,0.666667,18,16
129.0,0,2,0.666667,18,16
130.0,0,2,0.666667,18,16
131.0,0,1,0.333333,18,17
132.0,0,1,0.333333,18,17
133.0,0,1,0.333333,18,17
134.0,0,0,0.0,18,18
135.0,0,0,0.0,18,18
136.0,0,0,0.0,18,18
137.0,0,0,0.0,18,18
138.0,0,0,0.0,18,18
139.0,0,0,0.0,18,18
140.0,0,0,0.0,18,18
141.0,0,0,0.0,18,18
142.0,0,0,0.0,18,18
143.0,0,0,0.0,18,18
144.0,0,0,0.0,18,18
145.0,0,0,0.0,18,18
146.0,0,0,0.0,18,18
147.0,0,0,0.0,18,18
148.0,0,0,0.0,18,18
149.0,0,0,0.0,18,18
150.0,0,1,0.333333,19,18
151.0,0,1,0.333333,20,19
152.0,0,1,0.333333,20,19
153.0,0,1,0.333333,20,19
154.0,0,1,0.333333,20,19
155.0,0,2,0.666667,21,19
156.0,0,1,0.333333,21,20
157.0,0,1,0.333333,21,20
158.0,0,1,0.333333,21,20
159.0,0,2,0.666667,23,21
160.0,0,2,0.666667,23,21
161.0,0,2,0.666667,23,21
162.0,0,2,0.666667,23,21
163.0,0,2,0.666667,23,21
164.0,0,1,0.333333,23,22
165.0,0,1,0.333333,23,22
166.0,0,0,0.0,23,23
167.0,0,0,0.0,23,23
168.0,0,1,0.333333,24,23
169.0,0,1,0.333333,24,23
170.0,0,1,0.333333,24,23
171.0,0,1,0.333333,24,23
172.0,0,1,0.333333,24,23
173.0,0,1,0.333333,24,23
174.0,0,1,0.333333,24,23
175.0,0,1,0.333333,24,23
176.0,0,1,0.333333,24,23
177.0,0,1,0.333333,24,23
178.0,0,1,0.333333,24,23
179.0,0,1,0.333333,24,23
180.0,0,1,0.333333,24,23
181.0,0,1,0.333333,24,23
182.0,0,1,0.333333,24,23
183.0,0,1,0.333333,24,23
184.0,0,1,0.333333,24,23
185.0,0,1,0.333333,24,23
186.0,0,1,0.333333,24,23
187.0,0,0,0.0,24,24
188.0,0,1,0.333333,25,24
189.0,0,1,0.333333,25,24
190.0,0,2,0.666667,26,24
191.0,0,2,0.666667,26,24
192.0,0,2,0.666667,26,24
193.0,0,2,0.666667,26,24
194.0,0,2,0.666667,26,24
195.0,0,2,0.666667,26,24
196.0,0,1,0.333333,26,25
197.0,0,1,0.333333,26,25
198.0,0,1,0.333333,26,25
199.0,0,1,0.333333,26,25
200.0,0,1,0.333333,26,25
201.0,0,1,0.333333,26,25
202.0,0,1,0.333333,26,25
203.0,0,1,0.333333,26,25
204.0,0,2,0.666667,27,25
205.0,0,2,0.666667,28,26
206.0,0,1,0.333333,28,27
207.0,0,1,0.333333,28,27
208.0,0,1,0.333333,28,27
209.0,0,1,0.333333,28,27
210.0,0,1,0.333333,28,27
211.0,0,1,0.333333,28,27
212.0,0,0,0.0,28,28
213.0,0,0,0.0,28,28
214.0,0,0,0.0,28,28
215.0,0,0,0.0,28,28
216.0,0,0,0.0,28,28
217.0,0,0,0.0,28,28
218.0,0,0,0.0,28,28
219.0,0,0,0.0,28,28
220.0,0,1,0.333333,29,28
221.0,0,1,0.333333,29,28
222.0,0,1,0.333333,29,28
223.0,0,1,0.333333,29,28
224.0,0,1,0.333333,29,28
225.0,0,1,0.333333,29,28
226.0,0,1,0.333333,29,28
227.0,0,1,0.333333,29,28
228.0,0,1,0.333333,29,28
229.0,0,1,0.333333,29,28
230.0,0,0,0.0,29,29
231.0,0,0,0.0,29,29
232.0,0,1,0.333333,30,29
233.0,0,1,0.333333,30,29
234.0,0,1,0.333333,30,29
235.0,0,1,0.333333,30,29
236.0,0,1,0.333333,30,29
237.0,0,2,0.666667,31,29
238.0,0,3,1.0,32,29
239.0,0,3,1.0,32,29
240.0,0,3,1.0,32,29
241.0,0,3,1.0,32,29
242.0,0,3,1.0,32,29
243.0,0,3,1.0,32,29
244.0,0,2,0.666667,32,30
245.0,0,2,0.666667,32,30
246.0,0,2,0.666667,32,30
247.0,0,2,0.666667,32,30
248.0,0,2,0.666667,32,30
249.0,0,2,0.666667,32,30
250.0,0,2,0.666667,32,30
251.0,0,2,0.666667,33,31
252.0,0,2,0.666667,33,31
253.0,0,3,1.0,34,31
254.0,1,3,1.0,35,31
255.0,0,3,1.0,35,32
256.0,0,3,1.0,35,32
257.0,0,3,1.0,35,32
258.0,1,3,1.0,36,32
259.0,1,3,1.0,36,32
260.0,1,3,1.0,37,33
261.0,0,3,1.0,37,34
262.0,0,3,1.0,37,34
263.0,0,2,0.666667,37,35
264.0,1,3,1.0,39,35
265.0,1,3,1.0,40,36
266.0,1,3,1.0,40,36
267.0,1,3,1.0,40,36
268.0,1,3,1.0,40,36
269.0,1,3,1.0,40,36
270.0,1,3,1.0,40,36
271.0,1,3,1.0,40,36
272.0,1,3,1.0,40,36
273.0,1,3,1.0,40,36
274.0,1,3,1.0,40,36
275.0,1,3,1.0,40,36
276.0,2,3,1.0,41,36
277.0,2,3,1.0,41,36
278.0,2,3,1.0,41,36
279.0,2,3,1.0,41,36
280.0,2,3,1.0,41,36
281.0,2,3,1.0,41,36
282.0,2,3,1.0,41,36
283.0,3,3,1.0,42,36
284.0,3,3,1.0,42,36
285.0,3,3,1.0,42,36
286.0,3,3,1.0,42,36
287.0,1,3,1.0,42,38
288.0,1,3,1.0,42,38
289.0,2,3,1.0,43,38
290.0,2,3,1.0,43,38
291.0,2,3,1.0,43,38
292.0,2,3,1.0,43,38
293.0,1,3,1.0,43,39
294.0,1,3,1.0,43,39
295.0,1,3,1.0,44,40
296.0,0,3,1.0,44,41
297.0,0,3,1.0,44,41
298.0,1,3,1.0,45,41
299.0,0,3,1.0,45,42
300.0,0,3,1.0,45,42
301.0,1,3,1.0,46,42
302.0,2,3,1.0,47,42
303.0,3,3,1.0,48,42
304.0,3,3,1.0,49,43
305.0,3,3,1.0,49,43
306.0,3,3,1.0,49,43
307.0,2,3,1.0,49,44
308.0,3,3,1.0,50,44
309.0,3,3,1.0,50,44
310.0,3,3,1.0,50,44
311.0,3,3,1.0,50,44
312.0,3,3,1.0,50,44
313.0,3,3,1.0,50,44
314.0,4,3,1.0,51,44
315.0,4,3,1.0,51,44
316.0,4,3,1.0,51,44
317.0,5,3,1.0,52,44
318.0,4,3,1.0,52,45
319.0,3,3,1.0,52,46
320.0,3,3,1.0,52,46
321.0,4,3,1.0,53,46
322.0,3,3,1.0,53,47
323.0,2,3,1.0,53,48
324.0,1,3,1.0,53,49
325.0,1,3,1.0,53,49
326.0,2,3,1.0,54,49
327.0,2,3,1.0,54,49
328.0,2,3,1.0,54,49
329.0,2,3,1.0,54,49
330.0,2,3,1.0,54,49
331.0,2,3,1.0,54,49
332.0,2,3,1.0,54,49
333.0,2,3,1.0,54,49
334.0,3,3,1.0,55,49
335.0,1,3,1.0,55,51
336.0,1,3,1.0,55,51
337.0,1,3,1.0,55,51
338.0,1,3,1.0,55,51
339.0,0,3,1.0,55,52
340.0,0,3,1.0,55,52
341.0,0,3,1.0,55,52
342.0,0,3,1.0,55,52
343.0,0,3,1.0,55,52
344.0,0,3,1.0,55,52
345.0,0,3,1.0,55,52
346.0,0,3,1.0,55,52
347.0,0,3,1.0,55,52
348.0,0,2,0.666667,55,53
349.0,0,2,0.666667,55,53
350.0,0,2,0.666667,55,53
351.0,1,3,1.0,57,53
352.0,1,3,1.0,57,53
353.0,1,3,1.0,57,53
354.0,0,3,1.0,57,54
355.0,0,3,1.0,57,54
356.0,0,2,0.666667,57,55
357.0,0,1,0.333333,57,56
358.0,0,1,0.333333,57,56
359.0,0,1,0.333333,57,56
360.0,0,0,0.0,57,57
361.0,0,0,0.0,57,57
362.0,0,1,0.333333,58,57
363.0,0,1,0.333333,58,57
364.0,0,2,0.666667,59,57
365.0,0,2,0.666667,59,57
366.0,0,1,0.333333,59,58
367.0,0,1,0.333333,59,58
368.0,0,1,0.333333,59,58
369.0,0,1,0.333333,59,58
370.0,0,1,0.333333,59,58
371.0,0,1,0.333333,59,58
372.0,0,1,0.333333,59,58
373.0,0,1,0.333333,59,58
374.0,0,1,0.333333,59,58
375.0,0,3,1.0,61,58
376.0,0,3,1.0,61,58
377.0,0,3,1.0,62,59
378.0,1,3,1.0,63,59
379.0,1,3,1.0,63,59
380.0,1,3,1.0,63,59
381.0,1,3,1.0,63,59
382.0,2,3,1.0,64,59
383.0,1,3,1.0,64,60
384.0,1,3,1.0,64,60
385.0,1,3,1.0,64,60
386.0,1,3,1.0,64,60
387.0,1,3,1.0,64,60
388.0,1,3,1.0,64,60
389.0,1,3,1.0,64,60
390.0,1,3,1.0,64,60
391.0,1,3,1.0,65,61
392.0,2,3,1.0,66,61
393.0,2,3,1.0,66,61
394.0,2,3,1.0,66,61
395.0,2,3,1.0,66,61
396.0,2,3,1.0,66,61
397.0,1,3,1.0,66,62
398.0,0,3,1.0,66,63
399.0,1,3,1.0,67,63
400.0,1,3,1.0,67,63
401.0,1,3,1.0,67,63
402.0,0,3,1.0,67,64
403.0,1,3,1.0,68,64
404.0,1,3,1.0,68,64
405.0,1,3,1.0,68,64
406.0,1,3,1.0,68,64
407.0,1,3,1.0,68,64
408.0,1,3,1.0,68,64
409.0,1,3,1.0,68,64
410.0,1,3,1.0,68,64
411.0,1,3,1.0,69,65
412.0,1,3,1.0,69,65
413.0,2,3,1.0,70,65
414.0,3,3,1.0,71,65
