sim_time_min,event_type,patient_id,server_id,queue_len_after_event,busy_servers_after_event
5.812997,ARRIVAL,1,-1,0,1
8.421246,ARRIVAL,2,-1,0,2
9.417903,DEPARTURE,2,1,0,1
13.740722,DEPARTURE,1,0,0,0
27.919408,ARRIVAL,3,-1,0,1
28.067482,ARRIVAL,4,-1,0,2
29.508176,ARRIVAL,5,-1,0,3
30.855774,DEPARTURE,3,0,0,2
32.909679,ARRIVAL,6,-1,0,3
33.000802,DEPARTURE,5,2,0,2
37.611725,ARRIVAL,7,-1,0,3
38.535208,DEPARTURE,4,1,0,2
44.910901,ARRIVAL,8,-1,0,3
51.799107,ARRIVAL,9,-1,1,3
51.982231,ARRIVAL,10,-1,2,3
52.949079,DEPARTURE,6,0,1,3
52.961439,DEPARTURE,9,0,0,3
53.257535,DEPARTURE,10,0,0,2
55.813128,ARRIVAL,11,-1,0,3
57.017707,DEPARTURE,11,0,0,2
60.04789,ARRIVAL,12,-1,0,3
60.421326,DEPARTURE,12,0,0,2
61.161426,ARRIVAL,13,-1,0,3
62.859085,ARRIVAL,14,-1,1,3
63.03018,DEPARTURE,7,2,0,3
66.041145,DEPARTURE,13,0,0,2
67.453268,DEPARTURE,14,2,0,1
70.800648,ARRIVAL,15,-1,0,2
76.514466,DEPARTURE,8,1,0,1
76.722818,DEPARTURE,15,0,0,0
79.308727,ARRIVAL,16,-1,0,1
81.54461,DEPARTURE,16,0,0,0
89.364161,ARRIVAL,17,-1,0,1
89.730623,ARRIVAL,18,-1,0,2
90.767906,ARRIVAL,19,-1,0,3
93.11384,DEPARTURE,17,0,0,2
96.944363,ARRIVAL,20,-1,0,3
99.538349,ARRIVAL,21,-1,1,3
99.662948,ARRIVAL,22,-1,2,3
99.969189,ARRIVAL,23,-1,3,3
102.425907,DEPARTURE,19,2,2,3
104.363552,ARRIVAL,24,-1,3,3
105.804578,DEPARTURE,20,0,2,3
106.519482,ARRIVAL,25,-1,3,3
109.46391,ARRIVAL,26,-1,4,3
110.992075,DEPARTURE,22,0,3,3
116.226151,DEPARTURE,18,1,2,3
118.321579,DEPARTURE,21,2,1,3
125.556266,ARRIVAL,27,-1,2,3
127.728428,ARRIVAL,28,-1,3,3
129.248144,ARRIVAL,29,-1,4,3
134.070527,ARRIVAL,30,-1,5,3
134.979841,DEPARTURE,23,0,4,3
140.247344,DEPARTURE,24,1,3,3
140.609835,DEPARTURE,26,0,2,3
142.932405,DEPARTURE,25,2,1,3
144.040659,ARRIVAL,31,-1,2,3
145.144293,DEPARTURE,29,2,1,3
146.575484,ARRIVAL,32,-1,2,3
147.654866,ARRIVAL,33,-1,3,3
149.290745,ARRIVAL,34,-1,4,3
151.085255,ARRIVAL,35,-1,5,3
151.396851,ARRIVAL,36,-1,6,3
151.444639,ARRIVAL,37,-1,7,3
153.353669,DEPARTURE,28,0,6,3
154.107489,ARRIVAL,38,-1,7,3
155.021293,DEPARTURE,31,0,6,3
156.677663,DEPARTURE,32,0,5,3
