sim_time_min,event_type,patient_id,server_id,queue_len_after_event,busy_servers_after_event
157.46257,DEPARTURE,30,2,4,3
160.297127,DEPARTURE,33,0,3,3
164.876024,DEPARTURE,27,1,2,3
165.432073,DEPARTURE,34,2,1,3
165.864813,ARRIVAL,39,-1,2,3
166.031001,DEPARTURE,35,0,1,3
166.42194,ARRIVAL,40,-1,2,3
167.061513,DEPARTURE,37,2,1,3
168.128121,ARRIVAL,41,-1,2,3
169.886923,ARRIVAL,42,-1,3,3
171.30842,ARRIVAL,43,-1,4,3
171.498668,ARRIVAL,44,-1,5,3
174.814004,DEPARTURE,39,2,4,3
175.301529,DEPARTURE,36,1,3,3
175.950595,ARRIVAL,45,-1,4,3
177.660892,ARRIVAL,46,-1,5,3
183.327192,ARRIVAL,47,-1,6,3
185.64304,DEPARTURE,41,1,5,3
185.770217,DEPARTURE,42,1,4,3
189.28169,DEPARTURE,43,1,3,3
190.88344,DEPARTURE,40,2,2,3
193.628645,ARRIVAL,48,-1,3,3
194.244448,DEPARTURE,44,1,2,3
195.539088,ARRIVAL,49,-1,3,3
196.448829,DEPARTURE,38,0,2,3
198.030014,ARRIVAL,50,-1,3,3
199.47292,DEPARTURE,46,1,2,3
204.974117,DEPARTURE,45,2,1,3
205.978317,DEPARTURE,47,0,0,3
209.440843,ARRIVAL,51,-1,1,3
210.321734,DEPARTURE,48,1,0,3
210.366878,ARRIVAL,52,-1,1,3
211.242118,ARRIVAL,53,-1,2,3
212.842491,ARRIVAL,54,-1,3,3
212.98096,ARRIVAL,55,-1,4,3
214.766287,DEPARTURE,50,0,3,3
217.289026,DEPARTURE,49,2,2,3
218.016891,ARRIVAL,56,-1,3,3
218.777109,DEPARTURE,52,0,2,3
220.274223,DEPARTURE,51,1,1,3
224.019986,DEPARTURE,55,1,0,3
229.261105,DEPARTURE,56,1,0,2
229.468163,DEPARTURE,54,0,0,1
230.481705,ARRIVAL,57,-1,0,2
230.671576,DEPARTURE,53,2,0,1
231.230012,DEPARTURE,57,0,0,0
231.600238,ARRIVAL,58,-1,0,1
232.398438,ARRIVAL,59,-1,0,2
235.051494,ARRIVAL,60,-1,0,3
238.11566,ARRIVAL,61,-1,1,3
243.653216,DEPARTURE,58,0,0,3
244.4651,DEPARTURE,59,1,0,2
245.633367,DEPARTURE,60,2,0,1
247.664417,ARRIVAL,62,-1,0,2
249.094715,ARRIVAL,63,-1,0,3
249.704126,ARRIVAL,64,-1,1,3
259.972771,DEPARTURE,62,1,0,3
261.155969,ARRIVAL,65,-1,1,3
261.181941,DEPARTURE,64,1,0,3
262.275588,DEPARTURE,61,0,0,2
265.79395,DEPARTURE,65,1,0,1
268.519547,DEPARTURE,63,2,0,0
268.673562,ARRIVAL,66,-1,0,1
272.593704,ARRIVAL,67,-1,0,2
276.343234,ARRIVAL,68,-1,0,3
277.626248,ARRIVAL,69,-1,1,3
277.692894,ARRIVAL,70,-1,2,3
277.97452,DEPARTURE,67,1,1,3
278.929523,DEPARTURE,66,0,0,3
280.838188,DEPARTURE,69,1,0,2
283.121796,DEPARTURE,68,2,0,1
283.500553,ARRIVAL,71,-1,0,2
284.138435,ARRIVAL,72,-1,0,3
284.523614,DEPARTURE,72,2,0,2
286.038199,DEPARTURE,71,1,0,1
287.340011,ARRIVAL,73,-1,0,2
288.153701,ARRIVAL,74,-1,0,3
290.117283,ARRIVAL,75,-1,1,3
290.555082,DEPARTURE,73,1,0,3
290.827248,ARRIVAL,76,-1,1,3
291.867926,DEPARTURE,75,1,0,3
292.053803,DEPARTURE,76,1,0,2
292.303837,DEPARTURE,74,2,0,1
300.164949,ARRIVAL,77,-1,0,2
304.685321,ARRIVAL,78,-1,0,3
304.896852,DEPARTURE,78,2,0,2
305.525666,ARRIVAL,79,-1,0,3
305.966658,ARRIVAL,80,-1,1,3
308.105935,ARRIVAL,81,-1,2,3
308.634423,ARRIVAL,82,-1,3,3
308.651969,ARRIVAL,83,-1,4,3
308.990062,DEPARTURE,77,1,3,3
314.581859,ARRIVAL,84,-1,4,3
319.210632,DEPARTURE,80,1,3,3
320.347886,DEPARTURE,70,0,2,3
321.729386,ARRIVAL,85,-1,3,3
322.340383,ARRIVAL,86,-1,4,3
329.449487,ARRIVAL,87,-1,5,3
331.158086,ARRIVAL,88,-1,6,3
331.426033,DEPARTURE,82,0,5,3
332.593509,DEPARTURE,79,2,4,3
333.194468,DEPARTURE,84,2,3,3
335.885542,DEPARTURE,81,1,2,3
337.906796,DEPARTURE,86,1,1,3
343.530529,DEPARTURE,85,2,0,3
343.708092,DEPARTURE,83,0,0,2
343.769693,DEPARTURE,87,1,0,1
346.751469,ARRIVAL,89,-1,0,2
347.423673,ARRIVAL,90,-1,0,3
348.627397,DEPARTURE,89,0,0,2
351.97346,ARRIVAL,91,-1,0,3
354.001336,DEPARTURE,91,0,0,2
355.66492,ARRIVAL,92,-1,0,3
356.236394,DEPARTURE,90,1,0,2
356.761597,DEPARTURE,92,0,0,1
364.355942,ARRIVAL,93,-1,0,2
365.660828,DEPARTURE,88,2,0,1
366.688086,DEPARTURE,93,0,0,0
371.347276,ARRIVAL,94,-1,0,1
372.145277,DEPARTURE,94,0,0,0
372.429533,ARRIVAL,95,-1,0,1
377.00058,DEPARTURE,95,0,0,0
378.953067,ARRIVAL,96,-1,0,1
384.814743,ARRIVAL,97,-1,0,2
391.340508,ARRIVAL,98,-1,0,3
393.401916,DEPARTURE,97,1,0,2
394.375873,ARRIVAL,99,-1,0,3
395.662039,ARRIVAL,100,-1,1,3
396.616094,DEPARTURE,96,0,0,3
397.404451,DEPARTURE,98,2,0,2
400.009189,DEPARTURE,99,1,0,1
403.379666,DEPARTURE,100,0,0,0
403.678242,ARRIVAL,101,-1,0,1
403.923313,ARRIVAL,102,-1,0,2
404.310246,DEPARTURE,101,0,0,1
404.947718,DEPARTURE,102,1,0,0
409.342559,ARRIVAL,103,-1,0,1
411.356129,ARRIVAL,104,-1,0,2
413.461814,ARRIVAL,105,-1,0,3
415.386011,DEPARTURE,105,2,0,2
415.825987,DEPARTURE,104,1,0,1
417.029451,ARRIVAL,106,-1,0,2
421.936151,ARRIVAL,107,-1,0,3
424.054556,ARRIVAL,108,-1,1,3
426.390425,ARRIVAL,109,-1,2,3
427.478231,DEPARTURE,107,2,1,3
430.944937,DEPARTURE,106,1,0,3
432.166826,ARRIVAL,110,-1,1,3
433.860253,ARRIVAL,111,-1,2,3
434.218392,DEPARTURE,108,2,1,3
434.439444,ARRIVAL,112,-1,2,3
440.032431,ARRIVAL,113,-1,3,3
444.472943,DEPARTURE,103,0,2,3
446.859557,DEPARTURE,111,0,1,3
453.48815,DEPARTURE,112,0,0,3
453.963763,ARRIVAL,114,-1,1,3
455.675968,DEPARTURE,110,2,0,3
457.628408,DEPARTURE,109,1,0,2
459.517319,DEPARTURE,113,0,0,1
460.866753,ARRIVAL,115,-1,0,2
472.50778,ARRIVAL,116,-1,0,3
473.843984,ARRIVAL,117,-1,1,3
474.190834,DEPARTURE,115,0,0,3
474.855198,ARRIVAL,118,-1,1,3
