sim_time_min,queue_len,busy_servers,utilization_instant,arrivals_total,departures_total
60.0,0,2,0.666667,11,9
61.0,0,2,0.666667,12,10
62.0,0,3,1.0,13,10
63.0,1,3,1.0,14,10
64.0,0,3,1.0,14,11
65.0,0,3,1.0,14,11
66.0,0,3,1.0,14,11
67.0,0,2,0.666667,14,12
68.0,0,1,0.333333,14,13
69.0,0,1,0.333333,14,13
70.0,0,1,0.333333,14,13
71.0,0,2,0.666667,15,13
72.0,0,2,0.666667,15,13
73.0,0,2,0.666667,15,13
74.0,0,2,0.666667,15,13
75.0,0,2,0.666667,15,13
76.0,0,2,0.666667,15,13
77.0,0,0,0.0,15,15
78.0,0,0,0.0,15,15
79.0,0,0,0.0,15,15
80.0,0,1,0.333333,16,15
81.0,0,1,0.333333,16,15
82.0,0,0,0.0,16,16
83.0,0,0,0.0,16,16
84.0,0,0,0.0,16,16
85.0,0,0,0.0,16,16
86.0,0,0,0.0,16,16
87.0,0,0,0.0,16,16
88.0,0,0,0.0,16,16
89.0,0,0,0.0,16,16
90.0,0,2,0.666667,18,16
91.0,0,3,1.0,19,16
92.0,0,3,1.0,19,16
93.0,0,3,1.0,19,16
94.0,0,2,0.666667,19,17
95.0,0,2,0.666667,19,17
96.0,0,2,0.666667,19,17
97.0,0,3,1.0,20,17
98.0,0,3,1.0,20,17
99.0,0,3,1.0,20,17
100.0,3,3,1.0,23,17
101.0,3,3,1.0,23,17
102.0,3,3,1.0,23,17
103.0,2,3,1.0,23,18
104.0,2,3,1.0,23,18
105.0,3,3,1.0,24,18
106.0,2,3,1.0,24,19
107.0,3,3,1.0,25,19
108.0,3,3,1.0,25,19
109.0,3,3,1.0,25,19
110.0,4,3,1.0,26,19
111.0,3,3,1.0,26,20
112.0,3,3,1.0,26,20
113.0,3,3,1.0,26,20
114.0,3,3,1.0,26,20
115.0,3,3,1.0,26,20
116.0,3,3,1.0,26,20
117.0,2,3,1.0,26,21
118.0,2,3,1.0,26,21
119.0,1,3,1.0,26,22
120.0,1,3,1.0,26,22
121.0,1,3,1.0,26,22
122.0,1,3,1.0,26,22
123.0,1,3,1.0,26,22
124.0,1,3,1.0,26,22
125.0,1,3,1.0,26,22
126.0,2,3,1.0,27,22
127.0,2,3,1.0,27,22
128.0,3,3,1.0,28,22
129.0,3,3,1.0,28,22
130.0,4,3,1.0,29,22
131.0,4,3,1.0,29,22
132.0,4,3,1.0,29,22
133.0,4,3,1.0,29,22
134.0,4,3,1.0,29,22
135.0,4,3,1.0,30,23
136.0,4,3,1.0,30,23
137.0,4,3,1.0,30,23
138.0,4,3,1.0,30,23
139.0,4,3,1.0,30,23
140.0,4,3,1.0,30,23
141.0,2,3,1.0,30,25
142.0,2,3,1.0,30,25
143.0,1,3,1.0,30,26
144.0,1,3,1.0,30,26
145.0,2,3,1.0,31,26
146.0,1,3,1.0,31,27
147.0,2,3,1.0,32,27
148.0,3,3,1.0,33,27
149.0,3,3,1.0,33,27
150.0,4,3,1.0,34,27
151.0,4,3,1.0,34,27
152.0,7,3,1.0,37,27
153.0,7,3,1.0,37,27
154.0,6,3,1.0,37,28
155.0,7,3,1.0,38,28
156.0,6,3,1.0,38,29
157.0,5,3,1.0,38,30
158.0,4,3,1.0,38,31
159.0,4,3,1.0,38,31
160.0,4,3,1.0,38,31
161.0,3,3,1.0,38,32
162.0,3,3,1.0,38,32
163.0,3,3,1.0,38,32
164.0,3,3,1.0,38,32
165.0,2,3,1.0,38,33
166.0,2,3,1.0,39,34
167.0,2,3,1.0,40,35
168.0,1,3,1.0,40,36
169.0,2,3,1.0,41,36
170.0,3,3,1.0,42,36
171.0,3,3,1.0,42,36
172.0,5,3,1.0,44,36
173.0,5,3,1.0,44,36
174.0,5,3,1.0,44,36
175.0,4,3,1.0,44,37
176.0,4,3,1.0,45,38
177.0,4,3,1.0,45,38
178.0,5,3,1.0,46,38
179.0,5,3,1.0,46,38
180.0,5,3,1.0,46,38
181.0,5,3,1.0,46,38
182.0,5,3,1.0,46,38
183.0,5,3,1.0,46,38
184.0,6,3,1.0,47,38
185.0,6,3,1.0,47,38
186.0,4,3,1.0,47,40
187.0,4,3,1.0,47,40
188.0,4,3,1.0,47,40
189.0,4,3,1.0,47,40
190.0,3,3,1.0,47,41
191.0,2,3,1.0,47,42
192.0,2,3,1.0,47,42
193.0,2,3,1.0,47,42
194.0,3,3,1.0,48,42
195.0,2,3,1.0,48,43
196.0,3,3,1.0,49,43
197.0,2,3,1.0,49,44
198.0,2,3,1.0,49,44
199.0,3,3,1.0,50,44
200.0,2,3,1.0,50,45
201.0,2,3,1.0,50,45
202.0,2,3,1.0,50,45
203.0,2,3,1.0,50,45
204.0,2,3,1.0,50,45
205.0,1,3,1.0,50,46
206.0,0,3,1.0,50,47
207.0,0,3,1.0,50,47
208.0,0,3,1.0,50,47
209.0,0,3,1.0,50,47
210.0,1,3,1.0,51,47
211.0,1,3,1.0,52,48
212.0,2,3,1.0,53,48
213.0,4,3,1.0,55,48
214.0,4,3,1.0,55,48
215.0,3,3,1.0,55,49
216.0,3,3,1.0,55,49
217.0,3,3,1.0,55,49
218.0,2,3,1.0,55,50
219.0,2,3,1.0,56,51
220.0,2,3,1.0,56,51
221.0,1,3,1.0,56,52
222.0,1,3,1.0,56,52
223.0,1,3,1.0,56,52
224.0,1,3,1.0,56,52
225.0,0,3,1.0,56,53
226.0,0,3,1.0,56,53
227.0,0,3,1.0,56,53
228.0,0,3,1.0,56,53
229.0,0,3,1.0,56,53
230.0,0,1,0.333333,56,55
231.0,0,1,0.333333,57,56
232.0,0,1,0.333333,58,57
233.0,0,2,0.666667,59,57
234.0,0,2,0.666667,59,57
235.0,0,2,0.666667,59,57
236.0,0,3,1.0,60,57
237.0,0,3,1.0,60,57
238.0,0,3,1.0,60,57
239.0,1,3,1.0,61,57
240.0,1,3,1.0,61,57
241.0,1,3,1.0,61,57
242.0,1,3,1.0,61,57
243.0,1,3,1.0,61,57
244.0,0,3,1.0,61,58
245.0,0,2,0.666667,61,59
246.0,0,1,0.333333,61,60
247.0,0,1,0.333333,61,60
248.0,0,2,0.666667,62,60
249.0,0,2,0.666667,62,60
250.0,1,3,1.0,64,60
251.0,1,3,1.0,64,60
252.0,1,3,1.0,64,60
253.0,1,3,1.0,64,60
254.0,1,3,1.0,64,60
