sim_time_min,queue_len,busy_servers,utilization_instant,arrivals_total,departures_total
60.0,0,2,0.5,12,10
61.0,0,2,0.5,12,10
62.0,0,2,0.5,12,10
63.0,0,3,0.75,13,10
64.0,0,3,0.75,13,10
65.0,0,3,0.75,13,10
66.0,0,2,0.5,13,11
67.0,0,2,0.5,13,11
68.0,0,3,0.75,14,11
69.0,0,3,0.75,14,11
70.0,0,2,0.5,14,12
71.0,0,2,0.5,14,12
72.0,0,3,0.75,15,12
73.0,0,4,1.0,16,12
74.0,0,2,0.5,16,14
75.0,0,2,0.5,16,14
76.0,0,2,0.5,16,14
77.0,0,2,0.5,16,14
78.0,0,2,0.5,16,14
79.0,0,2,0.5,16,14
80.0,0,2,0.5,16,14
81.0,0,2,0.5,16,14
82.0,0,2,0.5,17,15
83.0,0,2,0.5,17,15
84.0,0,2,0.5,17,15
85.0,0,1,0.25,17,16
86.0,0,1,0.25,17,16
87.0,0,1,0.25,17,16
88.0,0,1,0.25,17,16
89.0,0,1,0.25,17,16
90.0,0,0,0.0,17,17
91.0,0,1,0.25,18,17
92.0,0,1,0.25,18,17
93.0,0,1,0.25,18,17
94.0,0,1,0.25,18,17
95.0,0,1,0.25,19,18
96.0,0,1,0.25,19,18
97.0,0,0,0.0,19,19
98.0,0,0,0.0,19,19
99.0,0,0,0.0,19,19
100.0,0,0,0.0,19,19
101.0,0,0,0.0,19,19
102.0,0,0,0.0,19,19
103.0,0,0,0.0,19,19
104.0,0,0,0.0,19,19
105.0,0,0,0.0,19,19
106.0,0,0,0.0,19,19
107.0,0,1,0.25,20,19
108.0,0,1,0.25,21,20
109.0,0,2,0.5,22,20
110.0,0,2,0.5,22,20
111.0,0,2,0.5,22,20
112.0,0,3,0.75,23,20
113.0,0,2,0.5,23,21
114.0,0,2,0.5,23,21
115.0,0,2,0.5,23,21
116.0,0,3,0.75,24,21
117.0,0,4,1.0,25,21
118.0,1,4,1.0,26,21
119.0,0,4,1.0,26,22
120.0,0,4,1.0,26,22
121.0,0,4,1.0,26,22
122.0,0,3,0.75,26,23
123.0,0,3,0.75,27,24
124.0,0,2,0.5,27,25
125.0,0,2,0.5,27,25
126.0,0,2,0.5,27,25
127.0,0,3,0.75,28,25
128.0,0,3,0.75,28,25
129.0,0,4,1.0,30,26
130.0,0,3,0.75,30,27
131.0,0,4,1.0,31,27
132.0,0,2,0.5,31,29
133.0,0,2,0.5,31,29
134.0,0,2,0.5,31,29
135.0,0,2,0.5,31,29
136.0,0,2,0.5,31,29
137.0,0,2,0.5,31,29
138.0,0,2,0.5,31,29
139.0,0,2,0.5,31,29
140.0,0,2,0.5,31,29
141.0,0,2,0.5,31,29
142.0,0,2,0.5,31,29
143.0,0,3,0.75,32,29
144.0,0,3,0.75,32,29
145.0,0,3,0.75,32,29
146.0,0,2,0.5,32,30
147.0,0,3,0.75,33,30
148.0,0,4,1.0,35,31
149.0,0,4,1.0,35,31
150.0,0,4,1.0,35,31
151.0,0,4,1.0,35,31
152.0,1,4,1.0,36,31
153.0,1,4,1.0,36,31
154.0,1,4,1.0,36,31
155.0,0,4,1.0,36,32
156.0,0,4,1.0,36,32
157.0,0,4,1.0,36,32
