sim_time_min,event_type,patient_id,server_id,queue_len_after_event,busy_servers_after_event
9.749195,ARRIVAL,1,-1,0,1
14.35312,ARRIVAL,2,-1,0,2
15.51801,ARRIVAL,3,-1,0,3
21.182023,DEPARTURE,2,1,0,2
22.799686,DEPARTURE,1,0,0,1
23.247033,ARRIVAL,4,-1,0,2
23.571886,ARRIVAL,5,-1,0,3
24.829523,ARRIVAL,6,-1,0,4
25.483064,DEPARTURE,3,2,0,3
29.762977,ARRIVAL,7,-1,0,4
35.240205,ARRIVAL,8,-1,1,4
37.586541,ARRIVAL,9,-1,2,4
38.600439,DEPARTURE,7,2,1,4
39.067681,DEPARTURE,4,0,0,4
39.097902,DEPARTURE,9,0,0,3
39.927625,DEPARTURE,5,1,0,2
42.036626,DEPARTURE,6,3,0,1
43.231025,ARRIVAL,10,-1,0,2
43.738233,ARRIVAL,11,-1,0,3
43.761081,DEPARTURE,11,1,0,2
46.634456,DEPARTURE,10,0,0,1
58.975388,ARRIVAL,12,-1,0,2
62.377818,ARRIVAL,13,-1,0,3
65.076696,DEPARTURE,13,1,0,2
67.848563,ARRIVAL,14,-1,0,3
69.181782,DEPARTURE,8,2,0,2
71.246129,ARRIVAL,15,-1,0,3
72.3245,ARRIVAL,16,-1,0,4
73.204931,DEPARTURE,15,2,0,3
73.904602,DEPARTURE,16,3,0,2
81.414856,ARRIVAL,17,-1,0,3
81.906433,DEPARTURE,14,1,0,2
84.623983,DEPARTURE,12,0,0,1
89.39066,DEPARTURE,17,2,0,0
90.230029,ARRIVAL,18,-1,0,1
94.0368,ARRIVAL,19,-1,0,2
94.954119,DEPARTURE,19,1,0,1
96.715811,DEPARTURE,18,0,0,0
106.959417,ARRIVAL,20,-1,0,1
107.135181,ARRIVAL,21,-1,0,2
107.573248,DEPARTURE,21,1,0,1
108.256527,ARRIVAL,22,-1,0,2
111.532487,ARRIVAL,23,-1,0,3
112.831279,DEPARTURE,23,2,0,2
115.298977,ARRIVAL,24,-1,0,3
116.707477,ARRIVAL,25,-1,0,4
117.760942,ARRIVAL,26,-1,1,4
118.269951,DEPARTURE,24,2,0,4
121.464949,DEPARTURE,20,0,0,3
122.321633,ARRIVAL,27,-1,0,4
122.893363,DEPARTURE,27,0,0,3
123.578288,DEPARTURE,22,1,0,2
126.79639,ARRIVAL,28,-1,0,3
128.896684,DEPARTURE,28,0,0,2
128.922007,ARRIVAL,29,-1,0,3
128.964207,ARRIVAL,30,-1,0,4
129.823615,DEPARTURE,25,3,0,3
130.839338,ARRIVAL,31,-1,0,4
131.572273,DEPARTURE,30,1,0,3
131.930136,DEPARTURE,26,2,0,2
142.684242,ARRIVAL,32,-1,0,3
145.370333,DEPARTURE,29,0,0,2
146.60433,ARRIVAL,33,-1,0,3
147.053379,ARRIVAL,34,-1,0,4
147.075335,ARRIVAL,35,-1,1,4
147.707805,DEPARTURE,32,1,0,4
151.856313,ARRIVAL,36,-1,1,4
154.957834,DEPARTURE,35,1,0,4
158.66541,DEPARTURE,33,0,0,3
160.881666,DEPARTURE,31,3,0,2
161.709195,ARRIVAL,37,-1,0,3
166.606525,ARRIVAL,38,-1,0,4
166.756494,ARRIVAL,39,-1,1,4
167.610307,DEPARTURE,38,3,0,4
167.753454,DEPARTURE,37,0,0,3
167.937871,DEPARTURE,39,3,0,2
171.616001,ARRIVAL,40,-1,0,3
174.69756,DEPARTURE,36,1,0,2
174.862585,DEPARTURE,40,0,0,1
175.443406,DEPARTURE,34,2,0,0
177.691488,ARRIVAL,41,-1,0,1
179.216682,ARRIVAL,42,-1,0,2
180.484953,ARRIVAL,43,-1,0,3
180.836665,DEPARTURE,43,2,0,2
182.726116,ARRIVAL,44,-1,0,3
183.64409,ARRIVAL,45,-1,0,4
184.99391,ARRIVAL,46,-1,1,4
187.411011,DEPARTURE,41,0,0,4
189.859636,DEPARTURE,44,2,0,3
190.51076,DEPARTURE,42,1,0,2
190.847669,ARRIVAL,47,-1,0,3
198.956772,ARRIVAL,48,-1,0,4
199.808062,ARRIVAL,49,-1,1,4
200.023217,ARRIVAL,50,-1,2,4
200.051304,ARRIVAL,51,-1,3,4
203.708901,DEPARTURE,45,3,2,4
204.300069,ARRIVAL,52,-1,3,4
206.96647,ARRIVAL,53,-1,4,4
208.09159,DEPARTURE,47,1,3,4
211.416627,ARRIVAL,54,-1,4,4
212.761692,DEPARTURE,48,2,3,4
213.261449,DEPARTURE,46,0,2,4
213.36144,DEPARTURE,49,3,1,4
214.482456,ARRIVAL,55,-1,2,4
215.689894,ARRIVAL,56,-1,3,4
215.719761,ARRIVAL,57,-1,4,4
216.11334,ARRIVAL,58,-1,5,4
216.249252,DEPARTURE,53,3,4,4
216.940114,DEPARTURE,54,3,3,4
220.376992,DEPARTURE,51,2,2,4
220.513991,DEPARTURE,55,3,1,4
222.66051,DEPARTURE,52,0,0,4
222.688378,DEPARTURE,58,0,0,3
225.510276,DEPARTURE,50,1,0,2
226.338492,ARRIVAL,59,-1,0,3
227.162826,ARRIVAL,60,-1,0,4
227.335672,DEPARTURE,59,0,0,3
230.700212,DEPARTURE,56,2,0,2
231.944649,ARRIVAL,61,-1,0,3
231.979112,DEPARTURE,60,1,0,2
233.694576,DEPARTURE,61,0,0,1
237.267095,DEPARTURE,57,3,0,0
237.812321,ARRIVAL,62,-1,0,1
238.685375,ARRIVAL,63,-1,0,2
241.072563,ARRIVAL,64,-1,0,3
242.145113,DEPARTURE,63,1,0,2
244.546425,ARRIVAL,65,-1,0,3
246.251646,ARRIVAL,66,-1,0,4
