sim_time_min,event_type,patient_id,server_id,queue_len_after_event,busy_servers_after_event
0.460801,ARRIVAL,1,-1,0,1
1.270191,ARRIVAL,2,-1,0,2
2.372797,ARRIVAL,3,-1,0,3
14.153176,DEPARTURE,2,1,0,2
17.090669,ARRIVAL,4,-1,0,3
17.507416,DEPARTURE,3,2,0,2
19.694623,DEPARTURE,4,1,0,1
21.617756,ARRIVAL,5,-1,0,2
24.693438,ARRIVAL,6,-1,0,3
26.964185,ARRIVAL,7,-1,0,4
29.950618,DEPARTURE,6,2,0,3
31.35133,DEPARTURE,5,1,0,2
32.075322,ARRIVAL,8,-1,0,3
33.097535,DEPARTURE,8,1,0,2
34.583848,ARRIVAL,9,-1,0,3
40.414195,ARRIVAL,10,-1,0,4
42.348631,ARRIVAL,11,-1,1,4
42.730793,DEPARTURE,10,2,0,4
43.799612,DEPARTURE,1,0,0,3
47.027068,ARRIVAL,12,-1,0,4
48.235135,DEPARTURE,12,0,0,3
52.594207,DEPARTURE,11,2,0,2
53.469658,ARRIVAL,13,-1,0,3
54.864443,ARRIVAL,14,-1,0,4
55.436633,DEPARTURE,7,3,0,3
55.893383,DEPARTURE,9,1,0,2
56.415172,ARRIVAL,15,-1,0,3
59.129244,ARRIVAL,16,-1,0,4
63.326807,ARRIVAL,17,-1,1,4
63.895408,DEPARTURE,13,0,0,4
66.525785,DEPARTURE,16,3,0,3
66.591189,ARRIVAL,18,-1,0,4
69.157756,DEPARTURE,18,3,0,3
69.611205,DEPARTURE,17,0,0,2
76.712391,ARRIVAL,19,-1,0,3
78.500517,ARRIVAL,20,-1,0,4
78.842964,DEPARTURE,15,1,0,3
79.261046,ARRIVAL,21,-1,0,4
80.744324,ARRIVAL,22,-1,1,4
80.972418,DEPARTURE,20,3,0,4
81.480888,DEPARTURE,19,0,0,3
81.885028,DEPARTURE,22,3,0,2
83.339962,DEPARTURE,14,2,0,1
84.456681,DEPARTURE,21,1,0,0
93.623802,ARRIVAL,23,-1,0,1
105.824894,DEPARTURE,23,0,0,0
109.331139,ARRIVAL,24,-1,0,1
110.213855,ARRIVAL,25,-1,0,2
110.817819,ARRIVAL,26,-1,0,3
