sim_time_min,event_type,patient_id,server_id,queue_len_after_event,busy_servers_after_event
113.14627,ARRIVAL,27,-1,0,4
113.429296,ARRIVAL,28,-1,1,4
114.607735,DEPARTURE,27,3,0,4
115.177512,ARRIVAL,29,-1,1,4
120.240378,DEPARTURE,24,0,0,4
121.649275,DEPARTURE,28,3,0,3
124.157933,DEPARTURE,29,0,0,2
125.157617,DEPARTURE,26,2,0,1
128.828153,ARRIVAL,30,-1,0,2
130.246891,DEPARTURE,30,0,0,1
131.008607,DEPARTURE,25,1,0,0
132.102676,ARRIVAL,31,-1,0,1
136.051339,ARRIVAL,32,-1,0,2
139.86916,ARRIVAL,33,-1,0,3
144.673561,ARRIVAL,34,-1,0,4
144.780239,DEPARTURE,31,0,0,3
145.335048,DEPARTURE,34,3,0,2
153.719026,ARRIVAL,35,-1,0,3
155.61601,DEPARTURE,33,2,0,2
158.070091,DEPARTURE,32,1,0,1
158.149949,DEPARTURE,35,0,0,0
158.997726,ARRIVAL,36,-1,0,1
165.340781,ARRIVAL,37,-1,0,2
170.754029,DEPARTURE,37,1,0,1
173.106063,DEPARTURE,36,0,0,0
175.495321,ARRIVAL,38,-1,0,1
178.641921,ARRIVAL,39,-1,0,2
178.857745,ARRIVAL,40,-1,0,3
180.691881,ARRIVAL,41,-1,0,4
181.742799,DEPARTURE,38,0,0,3
182.331648,DEPARTURE,39,1,0,2
185.587859,ARRIVAL,42,-1,0,3
185.594806,DEPARTURE,41,3,0,2
187.504124,ARRIVAL,43,-1,0,3
189.900563,DEPARTURE,42,0,0,2
192.747848,DEPARTURE,43,1,0,1
193.687281,ARRIVAL,44,-1,0,2
194.27293,DEPARTURE,44,0,0,1
194.6679,DEPARTURE,40,2,0,0
204.605018,ARRIVAL,45,-1,0,1
205.668033,DEPARTURE,45,0,0,0
210.596051,ARRIVAL,46,-1,0,1
211.35659,DEPARTURE,46,0,0,0
215.01372,ARRIVAL,47,-1,0,1
215.086311,ARRIVAL,48,-1,0,2
215.603901,ARRIVAL,49,-1,0,3
215.906312,DEPARTURE,48,1,0,2
216.390634,ARRIVAL,50,-1,0,3
216.458543,ARRIVAL,51,-1,0,4
217.260456,DEPARTURE,47,0,0,3
223.856302,ARRIVAL,52,-1,0,4
223.926583,ARRIVAL,53,-1,1,4
224.381905,ARRIVAL,54,-1,2,4
226.932235,ARRIVAL,55,-1,3,4
227.267953,DEPARTURE,49,2,2,4
228.538548,ARRIVAL,56,-1,3,4
230.977345,DEPARTURE,52,0,2,4
232.46114,ARRIVAL,57,-1,3,4
232.693049,ARRIVAL,58,-1,4,4
238.214253,DEPARTURE,50,1,3,4
239.430744,ARRIVAL,59,-1,4,4
240.897275,DEPARTURE,55,1,3,4
241.195587,DEPARTURE,54,0,2,4
243.48737,ARRIVAL,60,-1,3,4
243.768927,DEPARTURE,53,2,2,4
244.099861,ARRIVAL,61,-1,3,4
246.400979,ARRIVAL,62,-1,4,4
248.361195,DEPARTURE,58,2,3,4
251.084312,ARRIVAL,63,-1,4,4
252.05894,ARRIVAL,64,-1,5,4
252.158368,ARRIVAL,65,-1,6,4
252.514785,DEPARTURE,57,0,5,4
253.054111,DEPARTURE,59,2,4,4
253.501309,ARRIVAL,66,-1,5,4
254.670683,ARRIVAL,67,-1,6,4
254.994427,ARRIVAL,68,-1,7,4
258.421344,DEPARTURE,61,2,6,4
259.51637,DEPARTURE,56,1,5,4
262.131989,DEPARTURE,51,3,4,4
262.58103,ARRIVAL,69,-1,5,4
266.504401,DEPARTURE,60,0,4,4
268.382056,ARRIVAL,70,-1,5,4
268.667497,DEPARTURE,65,0,4,4
271.477447,ARRIVAL,71,-1,5,4
275.320012,DEPARTURE,64,3,4,4
278.143785,DEPARTURE,63,1,3,4
279.028215,ARRIVAL,72,-1,4,4
279.036281,ARRIVAL,73,-1,5,4
279.523878,DEPARTURE,62,2,4,4
280.632857,DEPARTURE,67,3,3,4
280.973451,ARRIVAL,74,-1,4,4
281.064145,DEPARTURE,70,3,3,4
281.22785,DEPARTURE,71,3,2,4
281.407402,DEPARTURE,66,0,1,4
282.115862,ARRIVAL,75,-1,2,4
282.143247,ARRIVAL,76,-1,3,4
284.296541,DEPARTURE,72,3,2,4
284.575406,DEPARTURE,73,0,1,4
285.05232,ARRIVAL,77,-1,2,4
285.445359,DEPARTURE,74,3,1,4
285.493996,ARRIVAL,78,-1,2,4
286.859792,DEPARTURE,76,3,1,4
287.665262,DEPARTURE,75,0,0,4
288.854225,ARRIVAL,79,-1,1,4
289.949257,ARRIVAL,80,-1,2,4
290.50034,DEPARTURE,69,2,1,4
290.802309,DEPARTURE,68,1,0,4
291.409995,DEPARTURE,77,3,0,3
293.507575,DEPARTURE,78,0,0,2
294.715436,DEPARTURE,80,1,0,1
295.89521,ARRIVAL,81,-1,0,2
297.718914,DEPARTURE,79,2,0,1
303.24464,DEPARTURE,81,0,0,0
306.148704,ARRIVAL,82,-1,0,1
306.375546,DEPARTURE,82,0,0,0
308.189937,ARRIVAL,83,-1,0,1
312.090651,ARRIVAL,84,-1,0,2
314.336193,DEPARTURE,83,0,0,1
317.186103,ARRIVAL,85,-1,0,2
317.280797,DEPARTURE,85,0,0,1
320.490827,ARRIVAL,86,-1,0,2
324.404348,ARRIVAL,87,-1,0,3
327.687151,DEPARTURE,87,2,0,2
330.862058,DEPARTURE,84,1,0,1
331.289581,DEPARTURE,86,0,0,0
331.722614,ARRIVAL,88,-1,0,1
336.739932,ARRIVAL,89,-1,0,2
338.400791,ARRIVAL,90,-1,0,3
338.769963,DEPARTURE,90,2,0,2
340.393205,DEPARTURE,89,1,0,1
341.389047,ARRIVAL,91,-1,0,2
343.645537,DEPARTURE,91,1,0,1
343.64671,ARRIVAL,92,-1,0,2
344.804504,DEPARTURE,88,0,0,1
345.403496,ARRIVAL,93,-1,0,2
345.529515,DEPARTURE,92,1,0,1
345.977472,ARRIVAL,94,-1,0,2
347.068467,DEPARTURE,93,0,0,1
347.388086,DEPARTURE,94,1,0,0
348.987652,ARRIVAL,95,-1,0,1
356.074974,ARRIVAL,96,-1,0,2
357.580324,ARRIVAL,97,-1,0,3
359.500134,DEPARTURE,95,0,0,2
360.117878,DEPARTURE,96,1,0,1
360.463575,ARRIVAL,98,-1,0,2
364.65133,DEPARTURE,98,0,0,1
372.714607,ARRIVAL,99,-1,0,2
379.453393,DEPARTURE,97,2,0,1
382.284621,DEPARTURE,99,0,0,0
382.869594,ARRIVAL,100,-1,0,1
389.122073,ARRIVAL,101,-1,0,2
391.246122,ARRIVAL,102,-1,0,3
392.399682,ARRIVAL,103,-1,0,4
393.461565,ARRIVAL,104,-1,1,4
394.823671,DEPARTURE,103,3,0,4
395.825055,DEPARTURE,102,2,0,3
405.754998,DEPARTURE,100,0,0,2
408.622717,ARRIVAL,105,-1,0,3
410.724694,DEPARTURE,105,0,0,2
411.17175,ARRIVAL,106,-1,0,3
412.083588,DEPARTURE,104,3,0,2
418.751003,DEPARTURE,106,0,0,1
419.11383,ARRIVAL,107,-1,0,2
419.684579,ARRIVAL,108,-1,0,3
421.717214,DEPARTURE,108,2,0,2
422.882973,ARRIVAL,109,-1,0,3
422.90764,ARRIVAL,110,-1,0,4
423.111768,DEPARTURE,107,0,0,3
423.160485,ARRIVAL,111,-1,0,4
424.03055,DEPARTURE,110,3,0,3
426.792803,ARRIVAL,112,-1,0,4
428.293457,ARRIVAL,113,-1,1,4
428.534111,ARRIVAL,114,-1,2,4
429.085899,DEPARTURE,109,2,1,4
431.178804,ARRIVAL,115,-1,2,4
433.456963,DEPARTURE,101,1,1,4
434.254521,ARRIVAL,116,-1,2,4
436.338969,DEPARTURE,111,0,1,4
436.652356,DEPARTURE,115,0,0,4
438.007192,DEPARTURE,113,2,0,3
441.125003,ARRIVAL,117,-1,0,4
443.909692,ARRIVAL,118,-1,1,4
445.127132,DEPARTURE,112,3,0,4
448.264552,DEPARTURE,114,1,0,3
449.07157,ARRIVAL,119,-1,0,4
449.459632,DEPARTURE,119,1,0,3
449.796729,ARRIVAL,120,-1,0,4
450.23574,DEPARTURE,120,1,0,3
452.106492,DEPARTURE,116,0,0,2
453.290098,DEPARTURE,117,2,0,1
455.893861,ARRIVAL,121,-1,0,2
458.784547,ARRIVAL,122,-1,0,3
464.564253,DEPARTURE,118,3,0,2
466.872541,ARRIVAL,123,-1,0,3
467.200683,DEPARTURE,121,0,0,2
470.785071,DEPARTURE,123,2,0,1
477.768462,DEPARTURE,122,1,0,0
479.314175,ARRIVAL,124,-1,0,1
