sim_time_min,queue_len,busy_servers,utilization_instant,arrivals_total,departures_total
60.0,0,4,1.0,16,12
61.0,0,4,1.0,16,12
62.0,0,4,1.0,16,12
63.0,0,4,1.0,16,12
64.0,0,4,1.0,17,13
65.0,0,4,1.0,17,13
66.0,0,4,1.0,17,13
67.0,0,4,1.0,18,14
68.0,0,4,1.0,18,14
69.0,0,4,1.0,18,14
70.0,0,2,0.5,18,16
71.0,0,2,0.5,18,16
72.0,0,2,0.5,18,16
73.0,0,2,0.5,18,16
74.0,0,2,0.5,18,16
75.0,0,2,0.5,18,16
76.0,0,2,0.5,18,16
77.0,0,3,0.75,19,16
78.0,0,3,0.75,19,16
79.0,0,3,0.75,20,17
80.0,0,4,1.0,21,17
81.0,0,4,1.0,22,18
82.0,0,2,0.5,22,20
83.0,0,2,0.5,22,20
84.0,0,1,0.25,22,21
85.0,0,0,0.0,22,22
86.0,0,0,0.0,22,22
87.0,0,0,0.0,22,22
88.0,0,0,0.0,22,22
89.0,0,0,0.0,22,22
90.0,0,0,0.0,22,22
91.0,0,0,0.0,22,22
92.0,0,0,0.0,22,22
93.0,0,0,0.0,22,22
94.0,0,1,0.25,23,22
95.0,0,1,0.25,23,22
96.0,0,1,0.25,23,22
97.0,0,1,0.25,23,22
98.0,0,1,0.25,23,22
99.0,0,1,0.25,23,22
100.0,0,1,0.25,23,22
101.0,0,1,0.25,23,22
102.0,0,1,0.25,23,22
103.0,0,1,0.25,23,22
104.0,0,1,0.25,23,22
105.0,0,1,0.25,23,22
106.0,0,0,0.0,23,23
107.0,0,0,0.0,23,23
108.0,0,0,0.0,23,23
109.0,0,0,0.0,23,23
110.0,0,1,0.25,24,23
111.0,0,3,0.75,26,23
112.0,0,3,0.75,26,23
113.0,0,3,0.75,26,23
114.0,1,4,1.0,28,23
115.0,0,4,1.0,28,24
116.0,1,4,1.0,29,24
117.0,1,4,1.0,29,24
118.0,1,4,1.0,29,24
119.0,1,4,1.0,29,24
120.0,1,4,1.0,29,24
121.0,0,4,1.0,29,25
122.0,0,3,0.75,29,26
123.0,0,3,0.75,29,26
124.0,0,3,0.75,29,26
125.0,0,2,0.5,29,27
126.0,0,1,0.25,29,28
127.0,0,1,0.25,29,28
128.0,0,1,0.25,29,28
129.0,0,2,0.5,30,28
130.0,0,2,0.5,30,28
131.0,0,1,0.25,30,29
132.0,0,0,0.0,30,30
133.0,0,1,0.25,31,30
134.0,0,1,0.25,31,30
135.0,0,1,0.25,31,30
136.0,0,1,0.25,31,30
137.0,0,2,0.5,32,30
138.0,0,2,0.5,32,30
139.0,0,2,0.5,32,30
140.0,0,3,0.75,33,30
141.0,0,3,0.75,33,30
142.0,0,3,0.75,33,30
143.0,0,3,0.75,33,30
144.0,0,3,0.75,33,30
145.0,0,3,0.75,34,31
146.0,0,2,0.5,34,32
147.0,0,2,0.5,34,32
148.0,0,2,0.5,34,32
149.0,0,2,0.5,34,32
150.0,0,2,0.5,34,32
151.0,0,2,0.5,34,32
152.0,0,2,0.5,34,32
153.0,0,2,0.5,34,32
154.0,0,3,0.75,35,32
155.0,0,3,0.75,35,32
156.0,0,2,0.5,35,33
157.0,0,2,0.5,35,33
158.0,0,2,0.5,35,33
159.0,0,1,0.25,36,35
160.0,0,1,0.25,36,35
161.0,0,1,0.25,36,35
162.0,0,1,0.25,36,35
163.0,0,1,0.25,36,35
164.0,0,1,0.25,36,35
165.0,0,1,0.25,36,35
166.0,0,2,0.5,37,35
167.0,0,2,0.5,37,35
168.0,0,2,0.5,37,35
169.0,0,2,0.5,37,35
170.0,0,2,0.5,37,35
171.0,0,1,0.25,37,36
172.0,0,1,0.25,37,36
173.0,0,1,0.25,37,36
174.0,0,0,0.0,37,37
175.0,0,0,0.0,37,37
176.0,0,1,0.25,38,37
177.0,0,1,0.25,38,37
178.0,0,1,0.25,38,37
179.0,0,3,0.75,40,37
180.0,0,3,0.75,40,37
181.0,0,4,1.0,41,37
182.0,0,3,0.75,41,38
183.0,0,2,0.5,41,39
184.0,0,2,0.5,41,39
185.0,0,2,0.5,41,39
186.0,0,2,0.5,42,40
187.0,0,2,0.5,42,40
188.0,0,3,0.75,43,40
189.0,0,3,0.75,43,40
190.0,0,2,0.5,43,41
191.0,0,2,0.5,43,41
192.0,0,2,0.5,43,41
193.0,0,1,0.25,43,42
194.0,0,2,0.5,44,42
195.0,0,0,0.0,44,44
196.0,0,0,0.0,44,44
197.0,0,0,0.0,44,44
198.0,0,0,0.0,44,44
199.0,0,0,0.0,44,44
200.0,0,0,0.0,44,44
