sim_time_min,event_type,patient_id,server_id,queue_len_after_event,busy_servers_after_event
5.128456,ARRIVAL,1,-1,0,1
5.425643,ARRIVAL,2,-1,0,2
7.013946,ARRIVAL,3,-1,0,3
10.835634,DEPARTURE,2,1,0,2
11.393538,DEPARTURE,1,0,0,1
17.196008,ARRIVAL,4,-1,0,2
17.328234,ARRIVAL,5,-1,0,3
18.013035,DEPARTURE,3,2,0,2
26.003296,DEPARTURE,4,0,0,1
31.481103,ARRIVAL,6,-1,0,2
37.969859,DEPARTURE,5,1,0,1
40.928629,ARRIVAL,7,-1,0,2
44.434034,ARRIVAL,8,-1,0,3
47.433613,DEPARTURE,6,0,0,2
47.53419,ARRIVAL,9,-1,0,3
49.423355,ARRIVAL,10,-1,1,3
50.05733,ARRIVAL,11,-1,2,3
52.239007,ARRIVAL,12,-1,3,3
53.08946,DEPARTURE,7,1,2,3
54.503131,DEPARTURE,9,0,1,3
54.784341,DEPARTURE,11,0,0,3
56.982983,DEPARTURE,10,1,0,2
59.39582,ARRIVAL,13,-1,0,3
63.202738,DEPARTURE,8,2,0,2
76.089066,DEPARTURE,12,0,0,1
76.446803,ARRIVAL,14,-1,0,2
85.38321,DEPARTURE,14,0,0,1
89.015193,ARRIVAL,15,-1,0,2
90.759168,DEPARTURE,15,0,0,1
90.776708,DEPARTURE,13,1,0,0
92.844341,ARRIVAL,16,-1,0,1
103.209776,ARRIVAL,17,-1,0,2
105.374545,DEPARTURE,17,1,0,1
107.91116,DEPARTURE,16,0,0,0
108.919758,ARRIVAL,18,-1,0,1
115.256348,ARRIVAL,19,-1,0,2
117.29931,DEPARTURE,18,0,0,1
122.068998,ARRIVAL,20,-1,0,2
126.930812,DEPARTURE,20,0,0,1
127.029642,ARRIVAL,21,-1,0,2
130.225647,DEPARTURE,19,1,0,1
131.346365,ARRIVAL,22,-1,0,2
138.169674,ARRIVAL,23,-1,0,3
138.281107,ARRIVAL,24,-1,1,3
140.435302,DEPARTURE,22,1,0,3
147.861235,DEPARTURE,23,2,0,2
149.925586,ARRIVAL,25,-1,0,3
152.534462,ARRIVAL,26,-1,1,3
154.040189,DEPARTURE,24,1,0,3
162.1917,DEPARTURE,25,2,0,2
163.743272,DEPARTURE,26,1,0,1
176.600381,ARRIVAL,27,-1,0,2
186.972562,DEPARTURE,21,0,0,1
188.108534,ARRIVAL,28,-1,0,2
191.263948,DEPARTURE,27,1,0,1
200.049373,DEPARTURE,28,0,0,0
200.879308,ARRIVAL,29,-1,0,1
228.368739,ARRIVAL,30,-1,0,2
230.533616,DEPARTURE,29,0,0,1
234.290541,DEPARTURE,30,1,0,0
