sim_time_min,queue_len,busy_servers,utilization_instant,arrivals_total,departures_total
30.0,0,1,0.333333,5,4
31.0,0,1,0.333333,5,4
32.0,0,2,0.666667,6,4
33.0,0,2,0.666667,6,4
34.0,0,2,0.666667,6,4
35.0,0,2,0.666667,6,4
36.0,0,2,0.666667,6,4
37.0,0,2,0.666667,6,4
38.0,0,1,0.333333,6,5
39.0,0,1,0.333333,6,5
40.0,0,1,0.333333,6,5
41.0,0,2,0.666667,7,5
42.0,0,2,0.666667,7,5
43.0,0,2,0.666667,7,5
44.0,0,2,0.666667,7,5
45.0,0,3,1.0,8,5
46.0,0,3,1.0,8,5
47.0,0,3,1.0,8,5
48.0,0,3,1.0,9,6
49.0,0,3,1.0,9,6
50.0,1,3,1.0,10,6
51.0,2,3,1.0,11,6
52.0,2,3,1.0,11,6
53.0,3,3,1.0,12,6
54.0,2,3,1.0,12,7
55.0,0,3,1.0,12,9
56.0,0,3,1.0,12,9
57.0,0,2,0.666667,12,10
58.0,0,2,0.666667,12,10
59.0,0,2,0.666667,12,10
60.0,0,3,1.0,13,10
61.0,0,3,1.0,13,10
62.0,0,3,1.0,13,10
63.0,0,3,1.0,13,10
64.0,0,2,0.666667,13,11
65.0,0,2,0.666667,13,11
66.0,0,2,0.666667,13,11
67.0,0,2,0.666667,13,11
68.0,0,2,0.666667,13,11
69.0,0,2,0.666667,13,11
70.0,0,2,0.666667,13,11
71.0,0,2,0.666667,13,11
72.0,0,2,0.666667,13,11
73.0,0,2,0.666667,13,11
74.0,0,2,0.666667,13,11
75.0,0,2,0.666667,13,11
76.0,0,2,0.666667,13,11
77.0,0,2,0.666667,14,12
78.0,0,2,0.666667,14,12
79.0,0,2,0.666667,14,12
80.0,0,2,0.666667,14,12
81.0,0,2,0.666667,14,12
82.0,0,2,0.666667,14,12
83.0,0,2,0.666667,14,12
84.0,0,2,0.666667,14,12
85.0,0,2,0.666667,14,12
86.0,0,1,0.333333,14,13
87.0,0,1,0.333333,14,13
88.0,0,1,0.333333,14,13
89.0,0,1,0.333333,14,13
90.0,0,2,0.666667,15,13
91.0,0,0,0.0,15,15
92.0,0,0,0.0,15,15
93.0,0,1,0.333333,16,15
94.0,0,1,0.333333,16,15
95.0,0,1,0.333333,16,15
96.0,0,1,0.333333,16,15
97.0,0,1,0.333333,16,15
98.0,0,1,0.333333,16,15
99.0,0,1,0.333333,16,15
100.0,0,1,0.333333,16,15
101.0,0,1,0.333333,16,15
102.0,0,1,0.333333,16,15
103.0,0,1,0.333333,16,15
104.0,0,2,0.666667,17,15
105.0,0,2,0.666667,17,15
106.0,0,1,0.333333,17,16
107.0,0,1,0.333333,17,16
108.0,0,0,0.0,17,17
109.0,0,1,0.333333,18,17
110.0,0,1,0.333333,18,17
111.0,0,1,0.333333,18,17
112.0,0,1,0.333333,18,17
113.0,0,1,0.333333,18,17
114.0,0,1,0.333333,18,17
115.0,0,1,0.333333,18,17
116.0,0,2,0.666667,19,17
117.0,0,2,0.666667,19,17
118.0,0,1,0.333333,19,18
119.0,0,1,0.333333,19,18
120.0,0,1,0.333333,19,18
121.0,0,1,0.333333,19,18
122.0,0,1,0.333333,19,18
123.0,0,2,0.666667,20,18
124.0,0,2,0.666667,20,18
125.0,0,2,0.666667,20,18
126.0,0,2,0.666667,20,18
127.0,0,1,0.333333,20,19
128.0,0,2,0.666667,21,19
129.0,0,2,0.666667,21,19
130.0,0,2,0.666667,21,19
131.0,0,1,0.333333,21,20
132.0,0,2,0.666667,22,20
133.0,0,2,0.666667,22,20
134.0,0,2,0.666667,22,20
135.0,0,2,0.666667,22,20
136.0,0,2,0.666667,22,20
137.0,0,2,0.666667,22,20
138.0,0,2,0.666667,22,20
139.0,1,3,1.0,24,20
140.0,1,3,1.0,24,20
141.0,0,3,1.0,24,21
142.0,0,3,1.0,24,21
143.0,0,3,1.0,24,21
144.0,0,3,1.0,24,21
145.0,0,3,1.0,24,21
146.0,0,3,1.0,24,21
147.0,0,3,1.0,24,21
148.0,0,2,0.666667,24,22
149.0,0,2,0.666667,24,22
150.0,0,3,1.0,25,22
151.0,0,3,1.0,25,22
152.0,0,3,1.0,25,22
153.0,1,3,1.0,26,22
154.0,1,3,1.0,26,22
155.0,0,3,1.0,26,23
156.0,0,3,1.0,26,23
157.0,0,3,1.0,26,23
158.0,0,3,1.0,26,23
159.0,0,3,1.0,26,23
160.0,0,3,1.0,26,23
161.0,0,3,1.0,26,23
162.0,0,3,1.0,26,23
163.0,0,2,0.666667,26,24
164.0,0,1,0.333333,26,25
165.0,0,1,0.333333,26,25
166.0,0,1,0.333333,26,25
167.0,0,1,0.333333,26,25
168.0,0,1,0.333333,26,25
169.0,0,1,0.333333,26,25
170.0,0,1,0.333333,26,25
171.0,0,1,0.333333,26,25
172.0,0,1,0.333333,26,25
173.0,0,1,0.333333,26,25
174.0,0,1,0.333333,26,25
175.0,0,1,0.333333,26,25
176.0,0,1,0.333333,26,25
177.0,0,2,0.666667,27,25
178.0,0,2,0.666667,27,25
179.0,0,2,0.666667,27,25
180.0,0,2,0.666667,27,25
181.0,0,2,0.666667,27,25
182.0,0,2,0.666667,27,25
183.0,0,2,0.666667,27,25
184.0,0,2,0.666667,27,25
