sim_time_min,queue_len,busy_servers,utilization_instant,arrivals_total,departures_total
60.0,0,2,1.0,11,9
61.0,0,2,1.0,11,9
62.0,0,2,1.0,12,10
63.0,0,2,1.0,12,10
64.0,0,2,1.0,12,10
65.0,0,2,1.0,12,10
66.0,0,2,1.0,12,10
67.0,0,2,1.0,12,10
68.0,0,2,1.0,12,10
69.0,0,2,1.0,12,10
70.0,0,2,1.0,12,10
71.0,0,2,1.0,12,10
72.0,0,2,1.0,12,10
73.0,0,0,0.0,12,12
74.0,0,0,0.0,12,12
75.0,0,0,0.0,12,12
76.0,0,0,0.0,12,12
77.0,0,0,0.0,12,12
78.0,0,0,0.0,12,12
79.0,0,0,0.0,12,12
80.0,0,0,0.0,12,12
81.0,0,0,0.0,12,12
82.0,0,0,0.0,12,12
83.0,0,1,0.5,13,12
84.0,0,1,0.5,13,12
85.0,0,1,0.5,13,12
86.0,0,1,0.5,13,12
87.0,0,1,0.5,13,12
88.0,0,1,0.5,13,12
89.0,0,1,0.5,13,12
90.0,0,1,0.5,13,12
91.0,0,1,0.5,13,12
92.0,0,1,0.5,13,12
93.0,0,2,1.0,14,12
94.0,0,2,1.0,14,12
95.0,0,2,1.0,14,12
96.0,0,2,1.0,14,12
97.0,1,2,1.0,15,12
98.0,1,2,1.0,15,12
99.0,0,2,1.0,15,13
100.0,0,2,1.0,15,13
101.0,0,2,1.0,15,13
102.0,0,1,0.5,15,14
103.0,0,1,0.5,15,14
104.0,0,1,0.5,15,14
105.0,0,1,0.5,15,14
106.0,0,1,0.5,15,14
107.0,0,2,1.0,16,14
108.0,0,2,1.0,16,14
109.0,0,2,1.0,16,14
110.0,0,2,1.0,16,14
111.0,0,2,1.0,16,14
112.0,1,2,1.0,17,14
113.0,1,2,1.0,17,14
114.0,1,2,1.0,17,14
115.0,2,2,1.0,18,14
116.0,2,2,1.0,18,14
117.0,2,2,1.0,18,14
118.0,2,2,1.0,18,14
119.0,1,2,1.0,18,15
120.0,1,2,1.0,18,15
121.0,1,2,1.0,18,15
122.0,1,2,1.0,18,15
123.0,1,2,1.0,18,15
124.0,0,2,1.0,18,16
125.0,0,2,1.0,18,16
126.0,0,1,0.5,18,17
127.0,0,1,0.5,18,17
128.0,0,1,0.5,18,17
129.0,0,1,0.5,18,17
130.0,0,1,0.5,19,18
131.0,0,1,0.5,19,18
132.0,0,1,0.5,19,18
133.0,0,1,0.5,19,18
134.0,0,2,1.0,20,18
135.0,0,2,1.0,20,18
136.0,2,2,1.0,22,18
137.0,2,2,1.0,22,18
138.0,2,2,1.0,22,18
139.0,2,2,1.0,22,18
140.0,2,2,1.0,22,18
141.0,2,2,1.0,22,18
142.0,2,2,1.0,22,18
143.0,2,2,1.0,22,18
144.0,2,2,1.0,22,18
145.0,2,2,1.0,22,18
146.0,2,2,1.0,22,18
147.0,2,2,1.0,22,18
148.0,2,2,1.0,22,18
149.0,1,2,1.0,22,19
150.0,0,2,1.0,22,20
151.0,0,2,1.0,22,20
152.0,1,2,1.0,23,20
153.0,1,2,1.0,23,20
154.0,1,2,1.0,23,20
155.0,1,2,1.0,23,20
156.0,1,2,1.0,23,20
157.0,0,2,1.0,23,21
158.0,0,2,1.0,23,21
159.0,1,2,1.0,24,21
160.0,1,2,1.0,24,21
161.0,1,2,1.0,24,21
162.0,1,2,1.0,24,21
163.0,1,2,1.0,24,21
164.0,1,2,1.0,24,21
165.0,1,2,1.0,24,21
166.0,1,2,1.0,24,21
167.0,2,2,1.0,25,21
168.0,1,2,1.0,25,22
169.0,1,2,1.0,25,22
170.0,2,2,1.0,26,22
171.0,3,2,1.0,27,22
172.0,3,2,1.0,27,22
173.0,3,2,1.0,27,22
174.0,2,2,1.0,27,23
175.0,2,2,1.0,27,23
176.0,2,2,1.0,27,23
177.0,2,2,1.0,27,23
178.0,2,2,1.0,27,23
179.0,2,2,1.0,27,23
180.0,1,2,1.0,27,24
181.0,0,2,1.0,27,25
182.0,0,2,1.0,27,25
183.0,1,2,1.0,28,25
184.0,1,2,1.0,28,25
185.0,1,2,1.0,28,25
186.0,1,2,1.0,28,25
187.0,1,2,1.0,28,25
188.0,0,2,1.0,28,26
189.0,0,2,1.0,28,26
190.0,0,2,1.0,28,26
191.0,0,1,0.5,28,27
192.0,0,1,0.5,28,27
193.0,0,1,0.5,28,27
194.0,0,1,0.5,28,27
195.0,0,1,0.5,28,27
196.0,0,2,1.0,29,27
197.0,0,2,1.0,29,27
198.0,0,2,1.0,29,27
199.0,1,2,1.0,30,27
200.0,1,2,1.0,30,27
201.0,1,2,1.0,30,27
202.0,1,2,1.0,30,27
203.0,1,2,1.0,30,27
204.0,1,2,1.0,30,27
205.0,1,2,1.0,30,27
206.0,1,2,1.0,30,27
207.0,2,2,1.0,31,27
208.0,0,2,1.0,31,29
209.0,1,2,1.0,32,29
210.0,1,2,1.0,32,29
211.0,1,2,1.0,32,29
212.0,1,2,1.0,32,29
213.0,1,2,1.0,33,30
