sim_time_min,event_type,patient_id,server_id,queue_len_after_event,busy_servers_after_event
398.993902,DEPARTURE,58,1,12,2
404.788353,ARRIVAL,72,-1,13,2
406.594204,DEPARTURE,54,0,12,2
408.846923,DEPARTURE,59,1,11,2
408.997337,ARRIVAL,73,-1,12,2
409.786692,DEPARTURE,60,0,11,2
411.463913,ARRIVAL,74,-1,12,2
412.27552,ARRIVAL,75,-1,13,2
412.789335,DEPARTURE,61,1,12,2
418.543433,DEPARTURE,63,1,11,2
421.506661,DEPARTURE,64,1,10,2
425.387323,DEPARTURE,62,0,9,2
426.004026,ARRIVAL,76,-1,10,2
426.393632,DEPARTURE,66,0,9,2
429.016466,ARRIVAL,77,-1,10,2
434.773084,ARRIVAL,78,-1,11,2
435.120677,ARRIVAL,79,-1,12,2
437.427398,ARRIVAL,80,-1,13,2
437.441918,DEPARTURE,65,1,12,2
440.920316,ARRIVAL,81,-1,13,2
445.971042,DEPARTURE,67,0,12,2
453.69598,DEPARTURE,68,1,11,2
454.472652,DEPARTURE,70,1,10,2
454.628515,DEPARTURE,69,0,9,2
457.140664,ARRIVAL,82,-1,10,2
459.408822,ARRIVAL,83,-1,11,2
462.577078,DEPARTURE,71,1,10,2
462.686905,DEPARTURE,73,1,9,2
463.731854,DEPARTURE,72,0,8,2
466.623919,ARRIVAL,84,-1,9,2
475.34933,DEPARTURE,75,0,8,2
