sim_time_min,event_type,patient_id,server_id,queue_len_after_event,busy_servers_after_event
7.635021,ARRIVAL,1,-1,0,1
8.217015,ARRIVAL,2,-1,0,2
9.554257,ARRIVAL,3,-1,1,2
13.82405,DEPARTURE,1,0,0,2
21.511854,ARRIVAL,4,-1,1,2
21.543941,DEPARTURE,2,1,0,2
22.082883,DEPARTURE,3,0,0,1
23.782586,DEPARTURE,4,1,0,0
26.140751,ARRIVAL,5,-1,0,1
30.463392,ARRIVAL,6,-1,0,2
34.225801,ARRIVAL,7,-1,1,2
35.015806,DEPARTURE,6,1,0,2
40.279146,DEPARTURE,7,1,0,1
43.090467,DEPARTURE,5,0,0,0
43.820231,ARRIVAL,8,-1,0,1
44.765607,ARRIVAL,9,-1,0,2
48.16927,DEPARTURE,8,0,0,1
54.257881,DEPARTURE,9,1,0,0
54.923907,ARRIVAL,10,-1,0,1
55.292446,ARRIVAL,11,-1,0,2
61.091549,DEPARTURE,11,1,0,1
61.467314,ARRIVAL,12,-1,0,2
72.646461,DEPARTURE,12,1,0,1
72.711921,DEPARTURE,10,0,0,0
82.859794,ARRIVAL,13,-1,0,1
92.870068,ARRIVAL,14,-1,0,2
96.259062,ARRIVAL,15,-1,1,2
98.461988,DEPARTURE,13,0,0,2
101.587061,DEPARTURE,14,1,0,1
106.403142,ARRIVAL,16,-1,0,2
111.587607,ARRIVAL,17,-1,1,2
114.213495,ARRIVAL,18,-1,2,2
118.954724,DEPARTURE,16,1,1,2
123.442745,DEPARTURE,17,1,0,2
125.430969,DEPARTURE,15,0,0,1
129.625406,ARRIVAL,19,-1,0,2
129.657726,DEPARTURE,19,0,0,1
133.638186,ARRIVAL,20,-1,0,2
135.660096,ARRIVAL,21,-1,1,2
135.761328,ARRIVAL,22,-1,2,2
148.354944,DEPARTURE,20,0,1,2
149.971155,DEPARTURE,18,1,0,2
151.206394,ARRIVAL,23,-1,1,2
156.331708,DEPARTURE,22,1,0,2
158.571057,ARRIVAL,24,-1,1,2
166.288004,ARRIVAL,25,-1,2,2
167.062122,DEPARTURE,21,0,1,2
169.364575,ARRIVAL,26,-1,2,2
170.49836,ARRIVAL,27,-1,3,2
173.947517,DEPARTURE,24,0,2,2
179.240658,DEPARTURE,25,0,1,2
180.018856,DEPARTURE,23,1,0,2
182.082993,ARRIVAL,28,-1,1,2
187.77697,DEPARTURE,27,1,0,2
190.668474,DEPARTURE,26,0,0,1
195.255864,ARRIVAL,29,-1,0,2
198.064602,ARRIVAL,30,-1,1,2
206.431454,ARRIVAL,31,-1,2,2
207.267186,DEPARTURE,28,1,1,2
207.912522,DEPARTURE,29,0,0,2
208.760582,ARRIVAL,32,-1,1,2
212.480518,ARRIVAL,33,-1,2,2
212.627748,DEPARTURE,31,0,1,2
217.703004,DEPARTURE,30,1,0,2
219.939411,ARRIVAL,34,-1,1,2
221.595173,ARRIVAL,35,-1,2,2
222.422731,DEPARTURE,33,1,1,2
225.701198,DEPARTURE,32,0,0,2
229.699355,ARRIVAL,36,-1,1,2
232.894023,DEPARTURE,34,1,0,2
234.596276,DEPARTURE,36,1,0,1
243.61098,ARRIVAL,37,-1,0,2
244.314947,ARRIVAL,38,-1,1,2
248.456626,ARRIVAL,39,-1,2,2
248.663882,DEPARTURE,35,0,1,2
254.848464,ARRIVAL,40,-1,2,2
257.740913,DEPARTURE,38,0,1,2
262.341613,ARRIVAL,41,-1,2,2
266.247841,ARRIVAL,42,-1,3,2
269.91695,ARRIVAL,43,-1,4,2
270.1629,DEPARTURE,37,1,3,2
270.188422,DEPARTURE,39,0,2,2
272.250624,ARRIVAL,44,-1,3,2
275.87611,ARRIVAL,45,-1,4,2
280.898013,ARRIVAL,46,-1,5,2
283.413024,DEPARTURE,40,1,4,2
285.478254,ARRIVAL,47,-1,5,2
286.636068,ARRIVAL,48,-1,6,2
288.69333,ARRIVAL,49,-1,7,2
290.168729,ARRIVAL,50,-1,8,2
300.416675,DEPARTURE,42,1,7,2
301.730045,ARRIVAL,51,-1,8,2
304.852112,ARRIVAL,52,-1,9,2
309.085934,DEPARTURE,43,1,8,2
309.914683,ARRIVAL,53,-1,9,2
312.975831,ARRIVAL,54,-1,10,2
313.913935,DEPARTURE,44,1,9,2
321.019683,ARRIVAL,55,-1,10,2
322.962729,ARRIVAL,56,-1,11,2
323.554701,DEPARTURE,45,1,10,2
327.040333,DEPARTURE,46,1,9,2
328.202909,ARRIVAL,57,-1,10,2
331.244067,ARRIVAL,58,-1,11,2
331.362989,ARRIVAL,59,-1,12,2
332.574076,ARRIVAL,60,-1,13,2
335.687425,ARRIVAL,61,-1,14,2
342.024479,DEPARTURE,41,0,13,2
348.902352,DEPARTURE,47,1,12,2
354.43086,DEPARTURE,49,1,11,2
355.332647,ARRIVAL,62,-1,12,2
355.548482,ARRIVAL,63,-1,13,2
362.198532,ARRIVAL,64,-1,14,2
365.53217,DEPARTURE,48,0,13,2
365.632496,ARRIVAL,65,-1,14,2
369.208414,DEPARTURE,51,0,13,2
372.61017,ARRIVAL,66,-1,14,2
377.904481,DEPARTURE,50,1,13,2
380.229122,DEPARTURE,52,0,12,2
388.697747,DEPARTURE,53,1,11,2
390.075705,DEPARTURE,55,1,10,2
390.22791,ARRIVAL,67,-1,11,2
390.363445,ARRIVAL,68,-1,12,2
391.317804,DEPARTURE,56,1,11,2
392.422134,ARRIVAL,69,-1,12,2
393.342667,ARRIVAL,70,-1,13,2
394.777377,ARRIVAL,71,-1,14,2
398.429949,DEPARTURE,57,1,13,2
