sim_time_min,queue_len,busy_servers,utilization_instant,arrivals_total,departures_total
60.0,0,1,0.333333,11,10
61.0,0,1,0.333333,11,10
62.0,0,1,0.333333,11,10
63.0,0,1,0.333333,11,10
64.0,0,1,0.333333,11,10
65.0,0,1,0.333333,11,10
66.0,0,1,0.333333,11,10
67.0,0,1,0.333333,11,10
68.0,0,1,0.333333,11,10
69.0,0,1,0.333333,11,10
70.0,0,1,0.333333,11,10
71.0,0,1,0.333333,11,10
72.0,0,1,0.333333,11,10
73.0,0,1,0.333333,11,10
74.0,0,1,0.333333,11,10
75.0,0,1,0.333333,11,10
76.0,0,1,0.333333,11,10
77.0,0,1,0.333333,11,10
78.0,0,1,0.333333,11,10
79.0,0,1,0.333333,11,10
80.0,0,2,0.666667,12,10
81.0,0,2,0.666667,12,10
82.0,0,2,0.666667,12,10
83.0,0,0,0.0,12,12
84.0,0,0,0.0,12,12
85.0,0,1,0.333333,13,12
86.0,0,1,0.333333,13,12
87.0,0,1,0.333333,13,12
88.0,0,2,0.666667,14,12
89.0,1,3,1.0,16,12
90.0,1,3,1.0,16,12
91.0,1,3,1.0,16,12
92.0,1,3,1.0,17,13
93.0,1,3,1.0,17,13
94.0,1,3,1.0,17,13
95.0,0,2,0.666667,17,15
96.0,0,3,1.0,18,15
97.0,1,3,1.0,19,15
98.0,0,3,1.0,19,16
99.0,0,3,1.0,19,16
100.0,0,3,1.0,19,16
101.0,0,3,1.0,19,16
102.0,0,3,1.0,19,16
103.0,0,3,1.0,19,16
104.0,0,2,0.666667,19,17
105.0,0,2,0.666667,19,17
106.0,0,2,0.666667,19,17
107.0,0,2,0.666667,19,17
108.0,0,2,0.666667,19,17
109.0,0,2,0.666667,19,17
110.0,0,2,0.666667,19,17
111.0,0,2,0.666667,19,17
112.0,0,2,0.666667,19,17
113.0,0,2,0.666667,19,17
114.0,0,2,0.666667,19,17
115.0,0,2,0.666667,19,17
116.0,0,2,0.666667,19,17
117.0,0,2,0.666667,20,18
118.0,0,2,0.666667,20,18
119.0,0,2,0.666667,20,18
120.0,0,2,0.666667,20,18
121.0,0,2,0.666667,20,18
122.0,0,2,0.666667,20,18
123.0,0,2,0.666667,20,18
124.0,0,2,0.666667,20,18
125.0,0,2,0.666667,20,18
126.0,0,1,0.333333,20,19
127.0,0,1,0.333333,20,19
128.0,0,1,0.333333,20,19
129.0,0,1,0.333333,20,19
130.0,0,1,0.333333,20,19
131.0,0,2,0.666667,21,19
132.0,0,2,0.666667,22,20
133.0,0,2,0.666667,22,20
134.0,0,2,0.666667,22,20
135.0,0,2,0.666667,22,20
136.0,0,2,0.666667,22,20
137.0,0,2,0.666667,22,20
138.0,0,2,0.666667,22,20
139.0,0,2,0.666667,22,20
140.0,0,2,0.666667,22,20
141.0,0,2,0.666667,22,20
142.0,0,2,0.666667,22,20
143.0,0,2,0.666667,22,20
144.0,0,2,0.666667,22,20
145.0,0,1,0.333333,22,21
146.0,0,1,0.333333,22,21
147.0,0,1,0.333333,22,21
148.0,0,1,0.333333,22,21
149.0,0,1,0.333333,22,21
150.0,0,3,1.0,24,21
151.0,0,3,1.0,24,21
152.0,0,2,0.666667,24,22
153.0,0,2,0.666667,24,22
154.0,0,2,0.666667,24,22
155.0,0,2,0.666667,24,22
156.0,0,2,0.666667,24,22
157.0,0,3,1.0,25,22
158.0,0,3,1.0,25,22
159.0,0,3,1.0,25,22
160.0,0,3,1.0,25,22
161.0,2,3,1.0,27,22
162.0,3,3,1.0,28,22
163.0,3,3,1.0,28,22
164.0,3,3,1.0,28,22
165.0,4,3,1.0,29,22
166.0,4,3,1.0,29,22
167.0,3,3,1.0,29,23
168.0,3,3,1.0,29,23
169.0,3,3,1.0,29,23
170.0,3,3,1.0,30,24
171.0,4,3,1.0,31,24
172.0,4,3,1.0,31,24
173.0,4,3,1.0,31,24
174.0,4,3,1.0,31,24
175.0,3,3,1.0,31,25
176.0,2,3,1.0,31,26
177.0,3,3,1.0,32,26
178.0,3,3,1.0,33,27
179.0,3,3,1.0,33,27
180.0,3,3,1.0,33,27
181.0,3,3,1.0,34,28
182.0,3,3,1.0,34,28
183.0,5,3,1.0,36,28
184.0,4,3,1.0,36,29
185.0,4,3,1.0,36,29
186.0,3,3,1.0,36,30
187.0,3,3,1.0,36,30
188.0,3,3,1.0,36,30
189.0,3,3,1.0,36,30
190.0,3,3,1.0,37,31
191.0,3,3,1.0,37,31
192.0,3,3,1.0,37,31
193.0,3,3,1.0,37,31
194.0,3,3,1.0,37,31
195.0,3,3,1.0,38,32
196.0,3,3,1.0,38,32
197.0,3,3,1.0,38,32
198.0,3,3,1.0,38,32
199.0,3,3,1.0,38,32
200.0,3,3,1.0,38,32
201.0,2,3,1.0,38,33
202.0,1,3,1.0,38,34
203.0,0,3,1.0,38,35
204.0,1,3,1.0,39,35
205.0,1,3,1.0,39,35
206.0,1,3,1.0,39,35
207.0,0,3,1.0,39,36
208.0,0,3,1.0,39,36
209.0,0,2,0.666667,39,37
210.0,0,2,0.666667,39,37
211.0,0,2,0.666667,39,37
