sim_time_min,event_type,patient_id,server_id,queue_len_after_event,busy_servers_after_event
189.184974,ARRIVAL,37,-1,4,3
189.452597,DEPARTURE,27,2,3,3
194.808734,ARRIVAL,38,-1,4,3
194.892611,DEPARTURE,32,1,3,3
200.862851,DEPARTURE,35,1,2,3
201.910178,DEPARTURE,34,2,1,3
202.754008,DEPARTURE,33,0,0,3
203.674964,ARRIVAL,39,-1,1,3
206.208496,DEPARTURE,37,2,0,3
208.334632,DEPARTURE,39,2,0,2
212.402478,DEPARTURE,38,0,0,1
212.786304,ARRIVAL,40,-1,0,2
214.853307,ARRIVAL,41,-1,0,3
218.60372,DEPARTURE,41,2,0,2
223.03886,ARRIVAL,42,-1,0,3
229.586526,DEPARTURE,40,0,0,2
232.094655,ARRIVAL,43,-1,0,3
232.846714,DEPARTURE,36,1,0,2
233.24318,DEPARTURE,43,0,0,1
243.555083,ARRIVAL,44,-1,0,2
243.823988,DEPARTURE,44,0,0,1
244.250454,DEPARTURE,42,2,0,0
244.441509,ARRIVAL,45,-1,0,1
244.890234,ARRIVAL,46,-1,0,2
246.525278,DEPARTURE,46,1,0,1
251.882422,ARRIVAL,47,-1,0,2
251.90283,DEPARTURE,47,1,0,1
256.678352,DEPARTURE,45,0,0,0
258.823964,ARRIVAL,48,-1,0,1
267.012004,ARRIVAL,49,-1,0,2
267.858598,DEPARTURE,49,1,0,1
271.211123,DEPARTURE,48,0,0,0
276.860697,ARRIVAL,50,-1,0,1
279.374356,DEPARTURE,50,0,0,0
281.24401,ARRIVAL,51,-1,0,1
284.399849,ARRIVAL,52,-1,0,2
293.266481,ARRIVAL,53,-1,0,3
300.480266,DEPARTURE,53,2,0,2
301.699578,ARRIVAL,54,-1,0,3
302.412863,DEPARTURE,52,1,0,2
304.038724,ARRIVAL,55,-1,0,3
306.866287,DEPARTURE,51,0,0,2
321.646455,ARRIVAL,56,-1,0,3
321.988784,DEPARTURE,55,1,0,2
322.120112,ARRIVAL,57,-1,0,3
323.338162,ARRIVAL,58,-1,1,3
323.872168,DEPARTURE,57,1,0,3
324.481299,DEPARTURE,58,1,0,2
327.518216,DEPARTURE,56,0,0,1
330.10002,ARRIVAL,59,-1,0,2
331.751596,ARRIVAL,60,-1,0,3
331.93333,DEPARTURE,59,0,0,2
333.642458,ARRIVAL,61,-1,0,3
339.936018,ARRIVAL,62,-1,1,3
342.146853,ARRIVAL,63,-1,2,3
344.708034,DEPARTURE,60,1,1,3
349.967321,DEPARTURE,61,0,0,3
352.355375,DEPARTURE,62,1,0,2
355.648719,ARRIVAL,64,-1,0,3
356.086252,DEPARTURE,64,1,0,2
358.58595,ARRIVAL,65,-1,0,3
364.335169,ARRIVAL,66,-1,1,3
373.099923,ARRIVAL,67,-1,2,3
373.795656,ARRIVAL,68,-1,3,3
374.084677,DEPARTURE,65,1,2,3
374.190565,DEPARTURE,66,1,1,3
374.905672,DEPARTURE,67,1,0,3
379.933435,DEPARTURE,54,2,0,2
380.106684,ARRIVAL,69,-1,0,3
380.220618,DEPARTURE,63,0,0,2
384.598733,ARRIVAL,70,-1,0,3
396.146399,DEPARTURE,69,2,0,2
399.883813,DEPARTURE,68,1,0,1
401.023187,DEPARTURE,70,0,0,0
406.573144,ARRIVAL,71,-1,0,1
409.410691,ARRIVAL,72,-1,0,2
413.263292,ARRIVAL,73,-1,0,3
416.7046,DEPARTURE,71,0,0,2
417.672137,DEPARTURE,72,1,0,1
418.796548,ARRIVAL,74,-1,0,2
419.307498,ARRIVAL,75,-1,0,3
419.681456,DEPARTURE,75,1,0,2
420.369239,ARRIVAL,76,-1,0,3
421.495743,ARRIVAL,77,-1,1,3
422.389888,ARRIVAL,78,-1,2,3
425.436989,DEPARTURE,76,1,1,3
426.326423,ARRIVAL,79,-1,2,3
429.094065,DEPARTURE,73,2,1,3
429.328257,DEPARTURE,77,1,0,3
429.588578,DEPARTURE,74,0,0,2
429.750793,DEPARTURE,79,1,0,1
437.168963,ARRIVAL,80,-1,0,2
439.784278,ARRIVAL,81,-1,0,3
448.614437,DEPARTURE,78,2,0,2
450.281214,ARRIVAL,82,-1,0,3
450.321879,DEPARTURE,81,1,0,2
450.803012,DEPARTURE,82,2,0,1
452.088493,ARRIVAL,83,-1,0,2
453.228399,DEPARTURE,83,1,0,1
455.932675,ARRIVAL,84,-1,0,2
457.706234,ARRIVAL,85,-1,0,3
459.177765,ARRIVAL,86,-1,1,3
459.43172,DEPARTURE,85,2,0,3
460.792608,DEPARTURE,86,2,0,2
465.081232,DEPARTURE,80,0,0,1
