sim_time_min,event_type,patient_id,server_id,queue_len_after_event,busy_servers_after_event
1.678021,ARRIVAL,1,-1,0,1
4.24606,ARRIVAL,2,-1,0,2
5.611158,ARRIVAL,3,-1,0,3
5.931286,ARRIVAL,4,-1,1,3
7.945914,DEPARTURE,2,1,0,3
14.112045,DEPARTURE,4,1,0,2
15.16986,DEPARTURE,1,0,0,1
17.808542,DEPARTURE,3,2,0,0
19.688691,ARRIVAL,5,-1,0,1
20.540139,ARRIVAL,6,-1,0,2
22.873275,ARRIVAL,7,-1,0,3
24.947444,DEPARTURE,5,0,0,2
26.286527,DEPARTURE,7,2,0,1
30.666769,DEPARTURE,6,1,0,0
33.537428,ARRIVAL,8,-1,0,1
52.689846,DEPARTURE,8,0,0,0
53.022879,ARRIVAL,9,-1,0,1
54.196388,ARRIVAL,10,-1,0,2
55.234878,ARRIVAL,11,-1,0,3
56.213418,DEPARTURE,11,2,0,2
58.976128,DEPARTURE,9,0,0,1
79.932955,ARRIVAL,12,-1,0,2
82.111931,DEPARTURE,10,1,0,1
82.899522,DEPARTURE,12,0,0,0
84.762027,ARRIVAL,13,-1,0,1
87.171616,ARRIVAL,14,-1,0,2
88.893081,ARRIVAL,15,-1,0,3
88.921537,ARRIVAL,16,-1,1,3
91.197727,DEPARTURE,14,1,0,3
91.728733,ARRIVAL,17,-1,1,3
94.022578,DEPARTURE,16,1,0,3
94.583801,DEPARTURE,15,2,0,2
95.548502,ARRIVAL,18,-1,0,3
96.246118,ARRIVAL,19,-1,1,3
97.915653,DEPARTURE,17,1,0,3
103.138753,DEPARTURE,13,0,0,2
116.246441,ARRIVAL,20,-1,0,3
116.369023,DEPARTURE,18,2,0,2
125.138186,DEPARTURE,19,1,0,1
130.699037,ARRIVAL,21,-1,0,2
131.348932,DEPARTURE,21,1,0,1
131.554257,ARRIVAL,22,-1,0,2
144.562062,DEPARTURE,20,0,0,1
149.214179,ARRIVAL,23,-1,0,2
149.652631,ARRIVAL,24,-1,0,3
151.074548,DEPARTURE,24,2,0,2
156.08287,ARRIVAL,25,-1,0,3
160.040806,ARRIVAL,26,-1,1,3
160.608287,ARRIVAL,27,-1,2,3
161.360381,ARRIVAL,28,-1,3,3
164.545278,ARRIVAL,29,-1,4,3
166.33196,DEPARTURE,22,1,3,3
169.159609,DEPARTURE,25,2,2,3
169.644493,ARRIVAL,30,-1,3,3
170.72918,ARRIVAL,31,-1,4,3
174.384333,DEPARTURE,26,1,3,3
175.478501,DEPARTURE,23,0,2,3
176.654557,ARRIVAL,32,-1,3,3
177.472056,DEPARTURE,29,0,2,3
177.748697,ARRIVAL,33,-1,3,3
180.18713,ARRIVAL,34,-1,4,3
180.454243,DEPARTURE,28,1,3,3
182.099508,ARRIVAL,35,-1,4,3
182.728517,ARRIVAL,36,-1,5,3
183.544291,DEPARTURE,31,1,4,3
185.681026,DEPARTURE,30,0,3,3
