sim_time_min,event_type,patient_id,server_id,queue_len_after_event,busy_servers_after_event
4.904204,ARRIVAL,1,-1,0,1
14.974476,ARRIVAL,2,-1,0,2
16.046103,DEPARTURE,1,0,0,1
19.121364,ARRIVAL,3,-1,0,2
20.19995,ARRIVAL,4,-1,0,3
21.689257,ARRIVAL,5,-1,1,3
22.144987,DEPARTURE,4,2,0,3
24.339516,ARRIVAL,6,-1,1,3
25.032563,DEPARTURE,5,2,0,3
29.358492,DEPARTURE,2,1,0,2
30.033748,DEPARTURE,3,0,0,1
34.426251,ARRIVAL,7,-1,0,2
38.730789,ARRIVAL,8,-1,0,3
39.281131,ARRIVAL,9,-1,1,3
41.441803,ARRIVAL,10,-1,2,3
42.757581,ARRIVAL,11,-1,3,3
44.717993,DEPARTURE,8,1,2,3
46.033841,DEPARTURE,6,2,1,3
46.196192,DEPARTURE,10,2,0,3
47.311784,ARRIVAL,12,-1,1,3
51.947608,DEPARTURE,9,1,0,3
52.715988,ARRIVAL,13,-1,1,3
56.804833,DEPARTURE,7,0,0,3
58.036843,DEPARTURE,13,0,0,2
59.855356,DEPARTURE,11,2,0,1
60.497822,DEPARTURE,12,1,0,0
61.859635,ARRIVAL,14,-1,0,1
63.927165,ARRIVAL,15,-1,0,2
64.077863,ARRIVAL,16,-1,0,3
64.989369,DEPARTURE,14,0,0,2
68.112051,DEPARTURE,16,2,0,1
69.052035,DEPARTURE,15,1,0,0
70.253867,ARRIVAL,17,-1,0,1
73.461652,ARRIVAL,18,-1,0,2
73.88395,DEPARTURE,17,0,0,1
74.467436,ARRIVAL,19,-1,0,2
75.427282,ARRIVAL,20,-1,0,3
75.803456,ARRIVAL,21,-1,1,3
75.865963,DEPARTURE,19,0,0,3
77.632995,DEPARTURE,20,2,0,2
78.412422,ARRIVAL,22,-1,0,3
80.501435,DEPARTURE,21,0,0,2
80.993918,DEPARTURE,22,2,0,1
88.922961,ARRIVAL,23,-1,0,2
93.75955,ARRIVAL,24,-1,0,3
94.008865,DEPARTURE,18,1,0,2
94.221696,DEPARTURE,24,2,0,1
100.020727,DEPARTURE,23,0,0,0
122.238103,ARRIVAL,25,-1,0,1
125.85295,ARRIVAL,26,-1,0,2
126.086338,DEPARTURE,26,1,0,1
127.046285,DEPARTURE,25,0,0,0
132.949269,ARRIVAL,27,-1,0,1
135.815315,ARRIVAL,28,-1,0,2
137.617898,DEPARTURE,27,0,0,1
138.417465,ARRIVAL,29,-1,0,2
141.631868,DEPARTURE,29,0,0,1
143.68567,DEPARTURE,28,1,0,0
145.117863,ARRIVAL,30,-1,0,1
155.286932,ARRIVAL,31,-1,0,2
157.521241,DEPARTURE,31,1,0,1
161.697652,DEPARTURE,30,0,0,0
163.928206,ARRIVAL,32,-1,0,1
171.056724,DEPARTURE,32,0,0,0
172.153223,ARRIVAL,33,-1,0,1
172.495936,DEPARTURE,33,0,0,0
174.19749,ARRIVAL,34,-1,0,1
175.082132,DEPARTURE,34,0,0,0
195.228298,ARRIVAL,35,-1,0,1
195.238807,ARRIVAL,36,-1,0,2
196.310789,ARRIVAL,37,-1,0,3
199.551982,DEPARTURE,35,0,0,2
209.30917,ARRIVAL,38,-1,0,3
210.579707,ARRIVAL,39,-1,1,3
212.137952,ARRIVAL,40,-1,2,3
214.349893,DEPARTURE,36,1,1,3
216.4079,ARRIVAL,41,-1,2,3
217.623369,ARRIVAL,42,-1,3,3
218.274247,DEPARTURE,39,1,2,3
223.451341,DEPARTURE,38,0,1,3
224.312186,DEPARTURE,40,1,0,3
224.708593,ARRIVAL,43,-1,1,3
224.861029,ARRIVAL,44,-1,2,3
229.430514,DEPARTURE,37,2,1,3
230.496693,DEPARTURE,43,2,0,3
231.13686,DEPARTURE,42,1,0,2
233.922713,DEPARTURE,44,2,0,1
239.028731,ARRIVAL,45,-1,0,2
241.492873,DEPARTURE,41,0,0,1
242.750571,ARRIVAL,46,-1,0,2
245.208002,ARRIVAL,47,-1,0,3
245.664472,ARRIVAL,48,-1,1,3
246.722151,ARRIVAL,49,-1,2,3
246.739132,DEPARTURE,46,0,1,3
247.618601,ARRIVAL,50,-1,2,3
251.414458,DEPARTURE,45,1,1,3
251.829518,DEPARTURE,49,1,0,3
254.72782,DEPARTURE,48,0,0,2
261.47599,DEPARTURE,47,2,0,1
262.283157,DEPARTURE,50,1,0,0
263.207492,ARRIVAL,51,-1,0,1
268.812273,ARRIVAL,52,-1,0,2
270.024139,DEPARTURE,52,1,0,1
270.450625,ARRIVAL,53,-1,0,2
270.859804,DEPARTURE,51,0,0,1
272.33047,ARRIVAL,54,-1,0,2
272.889721,DEPARTURE,54,0,0,1
274.291944,ARRIVAL,55,-1,0,2
274.665157,ARRIVAL,56,-1,0,3
275.129846,ARRIVAL,57,-1,1,3
276.549597,DEPARTURE,53,1,0,3
276.678704,ARRIVAL,58,-1,1,3
278.656997,DEPARTURE,55,0,0,3
281.505103,DEPARTURE,57,1,0,2
283.042348,DEPARTURE,56,2,0,1
283.293469,ARRIVAL,59,-1,0,2
284.91997,DEPARTURE,59,1,0,1
288.345916,ARRIVAL,60,-1,0,2
289.269448,DEPARTURE,58,0,0,1
290.849791,ARRIVAL,61,-1,0,2
292.306368,DEPARTURE,60,1,0,1
292.639978,DEPARTURE,61,0,0,0
294.700816,ARRIVAL,62,-1,0,1
297.564746,ARRIVAL,63,-1,0,2
299.585205,DEPARTURE,62,0,0,1
302.319882,ARRIVAL,64,-1,0,2
303.18982,DEPARTURE,63,1,0,1
315.662152,ARRIVAL,65,-1,0,2
317.951787,DEPARTURE,65,1,0,1
325.358907,ARRIVAL,66,-1,0,2
326.324735,DEPARTURE,66,1,0,1
328.838147,DEPARTURE,64,0,0,0
332.607284,ARRIVAL,67,-1,0,1
346.892424,ARRIVAL,68,-1,0,2
350.878213,ARRIVAL,69,-1,0,3
353.085272,DEPARTURE,69,2,0,2
360.248528,DEPARTURE,67,0,0,1
362.52071,ARRIVAL,70,-1,0,2
363.208185,DEPARTURE,70,0,0,1
383.402403,ARRIVAL,71,-1,0,2
388.079313,ARRIVAL,72,-1,0,3
388.833578,DEPARTURE,68,1,0,2
390.949074,DEPARTURE,71,0,0,1
391.488257,ARRIVAL,73,-1,0,2
393.568341,DEPARTURE,72,2,0,1
407.111932,DEPARTURE,73,0,0,0
431.519973,ARRIVAL,74,-1,0,1
436.967024,ARRIVAL,75,-1,0,2
